Station ID,Time,Temperature,Relative Humidity,Wind Direction,Wind Speed,Rain Fall,Visibility
58834,20220320235645,10.9,1000.7,81,210,6.4,0.2,10453.2
58837,20220320235645,14.1,1023.4,66,108,2.6,1.3,10123.9
58843,20220320235645,20.9,1000.7,88,220,9.1,0.7,10401.8
58846,20220320235645,7.0,1024.9,70,161,7.4,0.6,10271.2
58847,20220320235645,27.3,1011.1,82,56,7.9,0.9,10251.3
58911,20220320235645,3.2,1013.6,35,189,12.6,0.3,10119.4
58918,20220320235645,19.4,1000.5,86,68,7.7,0.0,10078.1
58921,20220320235645,5.8,1021.0,77,307,14.1,0.5,10371.4
58926,20220320235645,30.7,1003.7,60,355,3.9,0.0,10143.7
58927,20220320235645,28.3,1010.7,50,223,11.9,1.1,10237.4
58931,20220320235645,21.3,1004.0,42,171,14.0,1.0,10374.9
58933,20220320235645,31.4,1017.4,12,1,12.6,0.3,10345.6
58936,20220320235645,8.8,1008.4,21,26,1.1,1.5,10169.0
58944,20220320235645,29.0,1002.3,57,258,8.3,1.3,10065.0
59113,20220320235645,5.6,1005.0,6,341,12.7,1.1,10011.4
59126,20220320235645,17.4,1006.0,84,198,2.6,1.4,10426.9
59133,20220320235645,12.3,1011.3,13,263,6.7,0.5,10247.7
59134,20220320235645,7.8,1014.9,15,189,4.0,0.6,10254.8
59321,20220320235645,21.6,1025.7,86,99,11.9,1.4,10379.7
52323,20220320235645,10.6,1008.9,85,26,6.7,0.7,10277.3
52418,20220320235645,1.2,1000.0,90,306,0.0,1.3,10080.9
52424,20220320235645,4.3,1024.3,83,227,10.5,0.8,10277.8
52436,20220320235645,19.9,1007.3,81,80,4.7,0.9,10484.1
52446,20220320235645,17.0,1002.2,32,256,4.9,0.3,10219.7
52447,20220320235645,10.4,1008.8,92,359,5.3,1.2,10031.3
52533,20220320235645,30.9,1013.3,80,172,7.6,0.6,10406.6
52546,20220320235645,6.1,1018.3,1,78,7.9,0.8,10183.8
52652,20220320235645,18.6,1000.2,50,75,5.6,1.2,10424.9
52661,20220320235645,13.8,1004.4,47,161,8.7,0.9,10006.3
52674,20220320235645,24.6,1009.9,92,357,6.2,1.4,10013.1
52679,20220320235645,7.2,1025.9,94,312,4.5,0.9,10322.8
52681,20220320235645,20.8,1001.2,2,70,7.6,1.4,10117.8
52787,20220320235645,0.3,1009.0,10,268,13.4,1.1,10018.7
52797,20220320235645,11.2,1009.9,95,196,7.3,0.1,10195.2
52884,20220320235645,14.4,1024.3,36,295,14.2,1.2,10094.7
52895,20220320235645,2.5,1010.5,51,71,5.4,1.1,10102.8
52983,20220320235645,31.0,1010.0,13,323,4.0,0.5,10147.4
52984,20220320235645,16.4,1018.6,65,51,8.0,1.1,10137.8
52986,20220320235645,32.2,1017.6,34,212,0.4,0.5,10420.7
52996,20220320235645,17.5,1000.4,20,56,2.7,0.1,10485.4
53821,20220320235645,7.5,1008.4,67,294,13.1,0.6,10200.7
53915,20220320235645,32.6,1003.6,33,121,13.4,0.4,10375.7
53923,20220320235645,12.8,1010.4,72,171,10.8,0.5,10233.4
56074,20220320235645,33.8,1002.6,36,153,12.7,1.4,10324.1
56080,20220320235645,6.7,1012.2,55,168,5.3,0.8,10125.4
56093,20220320235645,6.7,1026.3,84,258,10.1,1.5,10410.3
56096,20220320235645,7.7,1009.0,64,104,2.7,1.1,10032.4
57014,20220320235645,26.4,1006.4,44,359,2.0,1.4,10295.3
57996,20220320235645,2.4,1018.4,68,144,6.1,0.5,10081.4
59072,20220320235645,33.4,1017.8,99,231,9.3,1.3,10470.7
59082,20220320235645,16.7,1024.3,74,242,6.5,0.4,10119.6
59087,20220320235645,23.3,1006.0,16,9,6.9,1.0,10275.8
59088,20220320235645,20.1,1017.9,47,199,12.5,1.3,10243.5
59096,20220320235645,21.2,1001.3,40,15,3.3,1.3,10073.8
59097,20220320235645,9.0,1010.0,69,102,7.0,0.5,10423.7
59107,20220320235645,12.3,1001.9,45,40,10.7,1.1,10444.4
59116,20220320235645,27.8,1003.1,43,138,6.0,1.2,10120.5
59117,20220320235645,33.3,1018.5,57,5,14.5,0.7,10156.5
59271,20220320235645,19.3,1024.1,40,236,0.6,1.1,10149.1
59278,20220320235645,27.7,1010.5,37,353,12.9,0.8,10288.3
59280,20220320235645,10.4,1015.3,56,75,1.6,1.3,10058.3
59287,20220320235645,26.6,1022.5,95,75,14.5,0.6,10130.5
59289,20220320235645,30.4,1014.4,73,281,13.5,0.7,10275.0
59293,20220320235645,3.7,1012.0,10,51,7.2,1.3,10354.8
59294,20220320235645,14.6,1012.4,31,302,7.4,0.9,10454.7
59298,20220320235645,13.2,1010.6,43,47,2.6,0.4,10314.1
59303,20220320235645,35.0,1022.0,27,267,4.1,1.5,10180.9
59304,20220320235645,27.2,1013.9,71,39,13.7,1.1,10210.4
59306,20220320235645,4.7,1011.6,80,335,10.5,0.5,10404.6
59310,20220320235645,30.2,1002.3,16,262,8.4,0.6,10017.2
59316,20220320235645,0.1,1003.5,77,297,9.1,0.2,10008.1
59317,20220320235645,0.9,1024.5,97,181,12.2,0.3,10294.5
59324,20220320235645,21.4,1015.6,76,340,2.3,1.4,10218.3
59456,20220320235645,8.1,1012.0,47,202,1.3,0.9,10293.3
59462,20220320235645,2.9,1007.3,26,282,2.4,1.3,10483.9
59478,20220320235645,33.8,1019.8,56,59,1.5,0.8,10086.5
59485,20220320235645,17.3,1005.4,46,178,1.7,0.4,10387.1
59488,20220320235645,35.0,1013.3,60,333,14.3,0.5,10480.5
59493,20220320235645,34.9,1026.3,24,27,9.2,1.2,10344.2
59501,20220320235645,32.3,1014.9,22,103,11.4,0.9,10263.8
59658,20220320235645,9.6,1008.1,100,349,10.0,0.0,10467.3
59663,20220320235645,20.2,1012.3,39,22,4.6,0.1,10487.9
59664,20220320235645,13.3,1000.9,75,329,12.5,0.9,10344.6
59673,20220320235645,19.3,1023.7,79,235,0.1,1.2,10388.2
59754,20220320235645,20.9,1025.4,57,117,11.0,0.7,10176.5
57947,20220320235645,20.8,1002.6,86,183,6.9,0.0,10144.7
57957,20220320235645,4.7,1004.0,33,340,3.2,0.2,10289.5
57958,20220320235645,25.9,1020.8,19,216,0.3,1.2,10313.1
59021,20220320235645,30.8,1015.0,34,194,2.9,0.1,10028.8
59023,20220320235645,17.9,1021.7,90,205,4.8,0.2,10351.2
59027,20220320235645,5.9,1022.7,87,149,3.0,0.3,10172.9
59037,20220320235645,29.0,1005.0,12,241,8.1,0.1,10395.9
59046,20220320235645,19.8,1009.5,13,162,13.0,0.1,10488.0
59058,20220320235645,27.4,1007.6,40,343,8.3,0.4,10492.1
59065,20220320235645,7.3,1003.2,51,24,11.1,0.4,10317.1
59209,20220320235645,5.1,1019.2,96,105,8.3,0.7,10207.8
59211,20220320235645,20.1,1006.5,28,352,2.0,1.5,10037.9
59218,20220320235645,23.2,1002.1,64,153,2.5,1.0,10280.7
59228,20220320235645,13.0,1013.5,30,66,9.4,1.5,10459.4
59242,20220320235645,18.2,1004.8,49,61,7.7,0.7,10454.3
59254,20220320235645,6.5,1026.4,38,158,14.5,0.4,10387.7
59265,20220320235645,32.1,1025.6,30,346,4.4,0.8,10489.2
59417,20220320235645,0.7,1021.1,1,102,13.3,0.9,10363.4
59431,20220320235645,29.6,1025.1,84,207,13.1,1.1,10282.7
59446,20220320235645,10.9,1006.1,95,121,3.1,0.3,10270.4
59453,20220320235645,15.8,1007.3,35,333,5.6,0.7,10194.3
59626,20220320235645,4.4,1002.2,44,304,0.5,1.5,10347.9
59631,20220320235645,3.4,1015.0,39,58,8.8,0.1,10189.1
59632,20220320235645,21.9,1021.4,94,119,3.1,0.0,10042.0
59644,20220320235645,20.1,1011.8,5,80,12.3,1.4,10412.4
59647,20220320235645,10.5,1026.3,46,24,6.2,0.9,10397.7
56691,20220320235645,9.1,1025.1,71,296,6.1,1.2,10400.6
56693,20220320235645,8.6,1015.7,33,330,3.8,1.0,10014.7
56792,20220320235645,27.3,1016.8,3,265,14.1,0.2,10157.5
56793,20220320235645,16.7,1007.1,12,128,4.9,1.2,10343.2
57606,20220320235645,12.6,1022.1,45,119,3.8,0.6,10119.9
57614,20220320235645,24.9,1004.5,15,91,5.7,1.5,10393.4
57625,20220320235645,30.3,1011.8,72,37,4.3,0.2,10249.9
57647,20220320235645,10.4,1001.2,33,73,2.9,1.5,10406.3
57707,20220320235645,34.8,1013.3,87,212,0.5,1.1,10035.0
57710,20220320235645,33.2,1002.7,63,14,12.2,0.5,10419.1
57712,20220320235645,1.8,1018.9,20,169,9.9,0.6,10488.7
57718,20220320235645,25.0,1015.1,53,48,14.9,0.4,10111.3
57722,20220320235645,13.0,1020.9,89,188,8.5,0.6,10117.2
57729,20220320235645,32.8,1005.4,28,327,0.7,1.4,10406.5
57731,20220320235645,27.4,1020.7,32,165,4.3,0.6,10348.8
57741,20220320235645,34.6,1005.7,97,36,1.1,0.8,10146.8
57803,20220320235645,9.7,1011.5,51,180,11.6,0.2,10322.5
57805,20220320235645,6.1,1006.7,6,207,12.6,0.4,10146.7
57806,20220320235645,15.8,1023.9,21,269,14.1,1.1,10353.6
57816,20220320235645,21.2,1000.8,33,160,9.5,0.4,10337.6
57825,20220320235645,18.2,1007.8,86,108,6.5,0.7,10196.6
57827,20220320235645,23.0,1025.1,14,217,4.3,1.0,10155.3
57832,20220320235645,14.3,1018.5,72,347,12.5,0.3,10198.8
57839,20220320235645,24.9,1007.1,63,307,9.9,0.2,10152.9
57840,20220320235645,16.3,1015.7,57,255,10.2,0.1,10095.6
57902,20220320235645,26.7,1015.8,37,342,0.4,0.5,10073.0
57906,20220320235645,14.1,1021.9,77,51,12.2,0.0,10050.4
57907,20220320235645,33.2,1002.8,59,77,14.2,0.0,10033.1
57910,20220320235645,4.9,1001.3,65,158,9.2,0.4,10024.7
57912,20220320235645,30.2,1020.8,23,182,9.1,1.4,10317.6
57916,20220320235645,24.3,1010.2,57,157,13.1,0.4,10210.1
57922,20220320235645,27.7,1023.4,51,312,3.0,0.4,10332.5
57926,20220320235645,20.5,1014.4,99,315,10.2,1.0,10419.5
57932,20220320235645,33.6,1004.1,53,81,9.9,1.0,10213.0
59758,20220320235645,4.7,1002.1,73,9,14.8,0.8,10483.1
59838,20220320235645,5.3,1006.2,8,105,4.9,0.5,10053.0
59845,20220320235645,19.1,1010.0,65,243,10.4,0.6,10259.5
59849,20220320235645,6.3,1019.9,77,235,6.5,0.0,10141.5
59855,20220320235645,13.2,1017.9,5,348,14.1,0.8,10089.1
59948,20220320235645,26.0,1020.6,84,223,7.0,1.0,10111.6
59954,20220320235645,18.2,1003.5,52,310,2.0,1.1,10342.8
59981,20220320235645,11.8,1016.4,77,53,11.0,0.0,10144.2
53399,20220320235645,28.1,1004.1,90,213,3.7,0.9,10476.1
53593,20220320235645,12.1,1021.6,99,310,7.7,0.9,10036.6
53698,20220320235645,17.3,1008.9,7,139,2.4,0.1,10187.0
53798,20220320235645,2.7,1017.6,28,62,0.6,0.3,10274.8
54308,20220320235645,1.4,1021.8,50,194,14.1,0.2,10066.2
54311,20220320235645,29.8,1005.7,41,319,10.5,1.4,10294.9
54401,20220320235645,22.0,1005.2,27,285,14.6,0.9,10205.1
54405,20220320235645,2.7,1025.2,79,198,6.9,0.6,10062.3
54423,20220320235645,29.8,1021.3,49,85,2.3,1.3,10455.2
54429,20220320235645,18.3,1021.1,80,147,2.0,0.0,10206.8
54436,20220320235645,7.2,1010.0,88,112,13.2,0.9,10461.5
54449,20220320235645,8.7,1005.8,55,42,9.3,0.8,10217.6
54518,20220320235645,17.5,1004.9,14,273,11.0,1.3,10098.8
54534,20220320235645,15.1,1006.6,31,72,9.9,0.6,10438.0
54535,20220320235645,31.2,1004.9,6,168,14.4,1.2,10099.3
54539,20220320235645,0.5,1023.9,11,29,10.8,1.2,10009.4
54602,20220320235645,34.0,1024.8,37,137,14.7,0.5,10483.9
54606,20220320235645,12.2,1019.0,1,353,12.6,0.7,10317.6
54618,20220320235645,2.2,1004.0,45,208,3.1,0.1,10310.1
54624,20220320235645,20.5,1021.5,62,226,5.4,0.8,10437.3
54705,20220320235645,20.8,1017.7,33,287,14.5,0.0,10238.1
53898,20220320235645,0.9,1001.7,99,32,13.7,1.1,10124.4
53986,20220320235645,33.3,1019.4,95,344,8.1,0.6,10009.0
57051,20220320235645,32.3,1015.6,93,249,13.6,1.0,10034.2
57067,20220320235645,33.5,1020.5,17,345,7.2,1.2,10220.3
57071,20220320235645,24.2,1002.2,62,285,14.4,0.4,10222.6
57077,20220320235645,11.4,1006.8,68,130,9.9,0.1,10104.1
57083,20220320235645,6.3,1012.2,87,186,14.3,0.3,10002.1
57084,20220320235645,9.7,1015.2,36,43,11.7,0.3,10360.2
57089,20220320235645,15.4,1007.0,6,61,2.8,0.7,10306.7
57091,20220320235645,26.3,1018.1,97,18,14.4,0.7,10448.6
57156,20220320235645,30.0,1012.1,4,235,8.0,0.1,10173.5
57178,20220320235645,0.8,1010.4,9,76,11.1,0.0,10370.2
57181,20220320235645,29.8,1008.9,64,102,10.5,0.9,10355.9
57193,20220320235645,4.0,1017.8,11,357,6.9,0.6,10361.9
57285,20220320235645,16.0,1025.1,77,208,14.9,0.3,10043.7
57290,20220320235645,27.3,1016.4,57,198,14.9,0.0,10246.1
57297,20220320235645,20.0,1000.5,98,211,6.0,0.4,10106.4
58005,20220320235645,28.2,1022.1,49,358,7.1,1.0,10043.7
58111,20220320235645,19.2,1021.6,76,37,3.9,1.5,10301.4
58208,20220320235645,22.2,1009.9,1,313,1.0,0.0,10404.8
50136,20220320235645,0.3,1014.3,98,202,3.5,0.2,10277.8
50246,20220320235645,23.1,1019.1,31,252,8.8,0.2,10360.8
50247,20220320235645,25.3,1024.9,23,194,5.5,0.1,10014.7
50349,20220320235645,3.3,1001.5,30,118,3.6,1.3,10312.2
50353,20220320235645,4.0,1025.0,43,168,1.5,1.5,10188.8
50442,20220320235645,30.0,1010.3,96,190,4.1,1.3,10113.2
50468,20220320235645,21.4,1021.2,78,333,14.6,1.1,10107.3
50557,20220320235645,27.8,1022.8,11,221,14.8,0.3,10403.5
50564,20220320235645,27.5,1022.3,51,214,6.5,0.0,10220.3
50656,20220320235645,14.3,1006.6,25,54,11.6,0.7,10185.2
50658,20220320235645,8.0,1008.3,100,331,5.6,1.2,10337.3
50674,20220320235645,29.3,1009.7,84,58,2.5,0.5,10236.1
50739,20220320235645,0.3,1010.3,99,213,0.8,1.2,10451.6
50742,20220320235645,34.3,1020.7,43,295,12.5,0.2,10296.2
50745,20220320235645,34.4,1024.8,75,83,13.6,0.1,10330.6
50756,20220320235645,23.2,1011.6,31,139,3.0,1.3,10143.7
50758,20220320235645,23.5,1005.1,70,182,4.1,1.5,10430.7
50774,20220320235645,34.0,1000.7,43,62,11.4,0.8,10313.5
50778,20220320235645,26.2,1001.8,20,255,4.1,0.5,10180.3
50788,20220320235645,16.9,1025.0,37,294,7.1,1.4,10044.3
50844,20220320235645,13.8,1018.9,87,238,13.8,0.3,10488.2
50853,20220320235645,2.3,1026.2,88,191,9.9,1.3,10487.0
50854,20220320235645,7.6,1009.1,84,219,1.9,1.4,10043.4
50862,20220320235645,10.6,1017.7,38,41,6.7,0.6,10389.1
50873,20220320235645,17.5,1019.7,45,43,7.2,1.5,10312.6
50877,20220320235645,5.2,1007.3,46,111,11.7,1.2,10489.2
50888,20220320235645,21.0,1001.5,29,204,13.3,0.7,10243.6
50950,20220320235645,26.1,1001.0,91,286,1.4,0.0,10302.9
50953,20220320235645,34.0,1008.4,28,45,9.6,0.8,10422.3
50955,20220320235645,16.0,1009.0,26,32,14.3,0.6,10203.2
50963,20220320235645,0.9,1019.6,51,19,12.1,1.0,10236.3
50968,20220320235645,19.5,1025.1,60,211,5.8,0.9,10276.0
50973,20220320235645,14.5,1019.6,39,287,13.7,0.1,10261.3
50978,20220320235645,13.0,1012.1,5,108,14.6,1.3,10309.7
50983,20220320235645,32.4,1008.3,70,25,0.9,0.3,10123.2
54094,20220320235645,18.9,1000.3,1,220,4.1,0.3,10234.2
54096,20220320235645,18.1,1003.4,82,36,4.8,1.1,10133.3
57251,20220320235645,33.6,1007.9,21,95,3.0,1.3,10174.9
57256,20220320235645,22.0,1016.8,78,121,11.4,1.4,10073.4
57259,20220320235645,23.8,1001.7,63,148,11.7,0.2,10394.8
57265,20220320235645,22.5,1023.2,5,341,9.2,0.1,10140.6
57278,20220320235645,11.4,1022.7,26,189,14.6,1.4,10271.2
57279,20220320235645,27.2,1017.0,42,15,13.5,0.2,10142.7
57355,20220320235645,31.9,1009.6,55,207,3.5,0.9,10222.8
57358,20220320235645,12.6,1018.3,89,304,6.3,0.4,10251.1
57359,20220320235645,20.6,1019.9,15,219,8.6,1.2,10393.0
57363,20220320235645,31.7,1000.5,86,93,11.5,0.6,10134.4
57378,20220320235645,17.6,1016.1,50,334,6.2,1.5,10250.0
57381,20220320235645,18.8,1014.4,21,123,11.0,1.2,10219.7
57395,20220320235645,12.2,1021.4,45,200,13.4,1.4,10392.6
57399,20220320235645,19.1,1011.2,60,309,14.2,0.1,10464.7
57439,20220320235645,23.1,1021.6,91,12,11.8,0.3,10046.1
57445,20220320235645,18.4,1022.2,52,82,7.1,0.7,10286.6
57447,20220320235645,19.7,1023.7,53,76,3.6,0.8,10487.6
57458,20220320235645,9.0,1024.4,68,307,11.1,1.1,10056.2
57461,20220320235645,19.5,1001.4,79,255,9.5,0.0,10040.6
57476,20220320235645,16.0,1014.2,98,228,5.9,1.2,10088.7
57482,20220320235645,21.8,1024.0,69,146,0.4,0.4,10096.7
57483,20220320235645,32.8,1015.1,64,255,13.0,0.2,10143.8
57493,20220320235645,15.8,1016.1,19,299,8.5,1.2,10103.0
57494,20220320235645,33.2,1016.3,47,168,13.2,0.4,10074.2
57545,20220320235645,26.9,1021.9,32,306,11.4,0.7,10016.1
57573,20220320235645,2.9,1005.3,67,241,4.4,0.5,10065.9
57581,20220320235645,19.9,1011.9,91,250,7.5,1.2,10286.0
57583,20220320235645,19.1,1005.3,89,244,12.8,0.7,10381.5
57595,20220320235645,9.0,1002.1,46,332,2.7,0.4,10471.8
58402,20220320235645,12.7,1013.4,23,244,5.4,0.5,10017.6
58407,20220320235645,10.2,1006.2,6,227,13.8,1.5,10026.2
58500,20220320235645,10.6,1007.2,72,7,11.5,0.3,10286.8
57554,20220320235645,18.4,1021.3,20,317,3.1,0.8,10206.6
57562,20220320235645,22.4,1025.7,41,313,2.3,0.2,10133.7
57574,20220320235645,28.2,1017.0,96,229,13.0,0.8,10129.9
57584,20220320235645,34.9,1003.3,7,84,10.5,0.1,10452.3
57642,20220320235645,0.9,1010.7,87,119,9.3,0.6,10489.1
57649,20220320235645,26.9,1013.7,38,77,11.5,0.5,10261.7
57655,20220320235645,30.9,1021.6,61,328,0.1,0.7,10329.6
57662,20220320235645,28.8,1021.4,55,294,0.9,1.2,10094.8
57669,20220320235645,13.4,1024.3,55,170,3.5,1.2,10245.0
57671,20220320235645,7.4,1017.8,38,117,7.1,0.2,10186.8
57673,20220320235645,31.9,1024.6,38,158,10.2,0.5,10203.5
57679,20220320235645,28.1,1001.8,45,1,1.7,0.2,10376.9
57682,20220320235645,4.3,1014.7,86,6,0.5,1.5,10467.7
57687,20220320235645,30.0,1025.2,50,93,3.0,1.4,10398.4
57745,20220320235645,2.4,1018.9,26,91,2.2,1.4,10350.9
57749,20220320235645,18.8,1006.3,70,144,7.1,0.5,10350.2
57752,20220320235645,13.1,1017.6,73,309,8.0,0.9,10167.2
57758,20220320235645,21.2,1020.9,56,359,13.3,1.2,10014.9
57761,20220320235645,17.0,1004.9,36,339,6.1,1.2,10422.3
57766,20220320235645,27.2,1016.9,85,252,13.7,0.1,10437.7
57774,20220320235645,28.3,1023.4,22,198,3.7,1.3,10347.9
57776,20220320235645,11.1,1009.9,88,143,0.3,1.1,10093.5
57779,20220320235645,10.6,1017.6,40,232,9.6,0.2,10208.7
57780,20220320235645,0.5,1001.6,86,104,6.0,0.2,10040.1
57841,20220320235645,17.4,1024.0,53,329,9.6,1.3,10497.4
57845,20220320235645,9.7,1014.7,80,63,12.7,1.1,10132.8
57853,20220320235645,17.5,1009.4,94,109,6.5,0.0,10376.8
57857,20220320235645,21.6,1013.0,49,212,9.6,0.1,10121.7
57860,20220320235645,14.5,1008.7,26,29,3.3,1.0,10422.8
57866,20220320235645,25.3,1013.0,78,187,13.0,0.1,10479.5
57872,20220320235645,32.0,1005.8,29,259,4.4,1.3,10353.9
57874,20220320235645,15.1,1012.2,34,15,11.7,1.3,10099.8
57889,20220320235645,32.2,1008.2,17,15,2.4,0.2,10068.0
57965,20220320235645,18.7,1024.2,55,43,7.9,0.8,10463.4
57972,20220320235645,10.1,1025.8,33,16,7.3,0.0,10234.9
57974,20220320235645,33.1,1007.4,17,30,9.3,1.0,10149.1
50936,20220320235645,30.8,1017.8,54,250,5.0,0.9,10206.0
50945,20220320235645,16.3,1022.8,43,26,8.5,0.9,10141.0
50948,20220320235645,8.2,1011.8,92,336,2.8,0.3,10321.0
50949,20220320235645,12.0,1010.1,2,262,12.2,0.9,10484.6
54041,20220320235645,31.4,1014.4,59,80,5.3,0.3,10139.3
54049,20220320235645,31.4,1004.4,70,162,4.8,1.1,10446.5
54063,20220320235645,3.8,1015.2,51,282,9.7,1.4,10417.2
54064,20220320235645,6.5,1014.7,77,30,5.5,0.9,10265.7
54142,20220320235645,29.1,1025.8,10,325,11.8,0.3,10305.2
54157,20220320235645,2.2,1020.2,41,10,1.8,0.5,10424.1
54161,20220320235645,17.5,1026.0,35,34,8.9,0.4,10256.7
54165,20220320235645,26.5,1007.0,40,274,5.0,0.3,10388.5
54171,20220320235645,24.0,1022.1,2,305,4.5,1.4,10024.7
54181,20220320235645,25.1,1022.9,60,190,6.3,0.4,10003.2
54186,20220320235645,7.3,1013.3,86,140,8.8,1.5,10064.3
54195,20220320235645,5.6,1003.3,16,267,3.8,0.2,10357.8
54260,20220320235645,23.0,1002.4,83,28,2.2,1.2,10309.7
54263,20220320235645,31.9,1021.6,68,334,2.8,1.4,10046.1
54266,20220320235645,16.6,1019.5,98,165,9.4,1.0,10247.8
54273,20220320235645,18.0,1015.9,33,254,1.2,0.3,10183.0
54276,20220320235645,25.8,1022.6,20,183,8.2,0.5,10057.4
54284,20220320235645,2.9,1024.2,77,104,3.6,0.3,10139.2
54285,20220320235645,28.9,1002.5,36,147,5.8,0.8,10055.9
54286,20220320235645,6.8,1004.9,60,318,1.8,1.1,10279.1
54292,20220320235645,8.2,1021.8,39,215,14.9,0.5,10180.2
54363,20220320235645,12.1,1000.1,22,87,5.0,0.9,10089.9
54374,20220320235645,22.7,1010.4,71,120,11.9,0.9,10092.9
54377,20220320235645,4.5,1011.9,94,201,5.5,0.0,10099.5
54386,20220320235645,18.3,1008.7,78,58,9.0,0.3,10195.0
58026,20220320235645,31.8,1014.7,72,304,3.8,0.8,10215.4
58027,20220320235645,4.7,1020.8,76,257,13.7,0.5,10244.8
58038,20220320235645,32.7,1023.4,90,28,14.3,1.0,10301.1
58040,20220320235645,24.8,1010.8,95,107,8.6,1.1,10431.1
58047,20220320235645,20.7,1002.3,80,40,11.5,1.4,10021.9
58130,20220320235645,24.7,1002.4,13,196,4.2,0.0,10244.9
58135,20220320235645,28.2,1017.7,7,249,9.2,0.4,10067.9
58138,20220320235645,13.7,1017.5,100,358,11.9,0.1,10499.6
58141,20220320235645,26.3,1015.1,4,335,5.7,1.4,10424.0
58143,20220320235645,3.8,1003.8,5,302,3.7,0.0,10358.9
58150,20220320235645,33.5,1022.1,56,282,9.6,1.3,10060.4
58158,20220320235645,18.8,1017.9,81,197,9.2,1.2,10113.3
58238,20220320235645,16.1,1022.2,86,280,14.6,0.4,10229.2
58241,20220320235645,16.4,1005.9,64,119,11.3,0.7,10266.8
58251,20220320235645,23.8,1014.7,92,222,4.6,1.4,10191.7
58252,20220320235645,12.4,1010.2,48,112,7.3,0.4,10441.1
58255,20220320235645,17.4,1002.4,30,38,9.3,0.7,10144.4
58259,20220320235645,26.6,1023.7,7,284,8.2,1.3,10398.1
58265,20220320235645,0.7,1024.7,38,351,8.1,0.9,10098.8
58343,20220320235645,12.1,1016.1,31,81,9.5,0.2,10215.2
58345,20220320235645,20.8,1003.7,16,326,7.6,0.8,10495.2
58354,20220320235645,0.2,1022.8,16,123,2.1,0.9,10298.7
58356,20220320235645,2.9,1009.1,36,214,3.8,0.5,10023.2
58358,20220320235645,2.7,1023.6,92,209,8.9,0.2,10065.7
57598,20220320235645,15.5,1008.9,25,354,11.6,0.3,10435.2
57696,20220320235645,25.9,1013.3,58,187,0.1,0.1,10479.5
57789,20220320235645,25.1,1001.8,91,71,9.5,0.1,10432.4
57793,20220320235645,11.3,1016.5,44,185,10.6,1.4,10048.6
57799,20220320235645,21.1,1011.0,79,283,1.4,1.0,10198.5
57894,20220320235645,14.6,1025.4,82,358,8.4,0.3,10000.3
57896,20220320235645,13.9,1003.1,77,92,1.4,0.6,10455.2
57993,20220320235645,0.8,1025.9,82,347,14.4,1.2,10186.5
58506,20220320235645,8.6,1017.9,12,349,7.5,1.3,10468.9
