Station ID,Time,Temperature,Relative Humidity,Wind Direction,Wind Speed,Rain Fall,Visibility
50788,20220321004501,14.2,1011.7,37,204,11.6,1.5,10045.5
50844,20220321004501,23.6,1003.2,92,131,10.1,1.3,10137.0
50853,20220321004501,3.4,1018.5,40,69,0.4,0.4,10165.4
50854,20220321004501,24.4,1023.8,30,276,4.2,1.1,10434.0
50862,20220321004501,21.7,1020.8,66,268,11.5,0.9,10487.0
50873,20220321004501,26.7,1005.4,67,134,8.3,0.5,10279.2
50877,20220321004501,23.5,1017.3,34,250,0.5,0.1,10294.1
50888,20220321004501,16.1,1003.2,85,304,2.5,0.9,10090.4
50950,20220321004501,5.4,1001.0,22,80,1.3,1.4,10106.8
50953,20220321004501,10.4,1017.5,2,261,8.4,1.5,10429.3
50955,20220321004501,24.4,1008.8,45,126,10.8,0.5,10314.8
50963,20220321004501,26.3,1001.2,8,17,7.2,1.5,10089.8
50968,20220321004501,32.0,1018.6,83,201,7.6,0.8,10197.1
50973,20220321004501,5.1,1025.2,51,299,13.4,0.3,10243.0
50978,20220321004501,5.8,1009.9,40,41,10.2,0.7,10039.5
50983,20220321004501,6.1,1018.0,37,98,1.9,1.5,10075.1
54094,20220321004501,28.0,1015.0,18,203,9.3,1.2,10127.1
54096,20220321004501,3.9,1018.1,99,153,0.0,0.5,10386.2
57251,20220321004501,17.8,1012.9,18,128,8.1,0.1,10283.9
57256,20220321004501,31.8,1007.4,49,198,5.9,0.0,10032.0
57259,20220321004501,34.0,1023.8,84,312,1.5,0.9,10285.5
57265,20220321004501,0.1,1018.8,33,202,1.1,0.6,10238.8
57278,20220321004501,31.2,1013.8,34,220,4.0,0.6,10239.4
57279,20220321004501,24.7,1014.6,10,176,10.6,0.6,10328.7
57355,20220321004501,21.0,1000.9,83,334,2.4,0.2,10352.4
57358,20220321004501,6.7,1001.4,35,4,7.4,1.0,10222.8
57359,20220321004501,12.7,1003.1,35,140,13.4,1.1,10406.7
57363,20220321004501,12.3,1006.7,62,55,8.3,1.1,10141.1
57378,20220321004501,4.5,1010.8,59,175,12.7,1.3,10243.0
57381,20220321004501,16.5,1020.7,21,347,7.8,0.7,10099.3
57395,20220321004501,26.0,1025.0,91,259,12.6,0.8,10084.9
57399,20220321004501,1.2,1022.1,45,7,6.8,0.6,10351.6
57439,20220321004501,21.5,1008.6,88,153,11.4,1.3,10466.7
57445,20220321004501,23.6,1025.3,2,39,14.5,1.0,10443.1
57447,20220321004501,14.9,1024.4,99,157,10.4,0.0,10325.5
57458,20220321004501,23.4,1019.0,9,244,11.1,0.8,10323.1
57461,20220321004501,12.6,1018.5,67,314,4.3,0.1,10202.2
57476,20220321004501,19.6,1017.3,80,323,9.1,0.9,10203.3
57482,20220321004501,31.0,1014.5,50,54,3.4,0.8,10388.2
57483,20220321004501,31.8,1024.8,13,91,10.5,0.4,10111.6
57493,20220321004501,27.1,1016.2,52,161,3.7,0.5,10445.4
57494,20220321004501,23.8,1007.5,68,252,12.8,0.3,10029.3
57545,20220321004501,3.7,1020.0,51,50,13.5,0.7,10434.7
57573,20220321004501,7.3,1008.1,70,209,4.0,0.1,10113.2
57581,20220321004501,26.3,1012.1,1,256,3.3,0.7,10380.7
57583,20220321004501,5.8,1013.1,6,105,14.8,1.3,10322.0
57595,20220321004501,31.6,1011.0,94,209,0.2,0.7,10190.7
58402,20220321004501,20.6,1004.0,38,358,14.6,0.2,10266.7
58407,20220321004501,18.7,1017.1,1,8,14.7,0.1,10329.4
58500,20220321004501,25.8,1006.4,74,243,7.5,1.5,10484.8
57554,20220321004501,1.0,1022.9,7,243,12.6,0.8,10039.6
57562,20220321004501,17.6,1000.2,66,227,9.2,1.4,10194.4
57574,20220321004501,4.5,1010.0,45,131,10.3,0.5,10250.6
57584,20220321004501,8.6,1018.3,76,281,5.2,1.3,10279.5
57642,20220321004501,0.3,1006.5,46,13,13.4,0.3,10199.5
57649,20220321004501,0.3,1014.0,63,260,5.3,0.7,10218.8
57655,20220321004501,16.7,1007.9,85,30,4.1,0.8,10340.8
57662,20220321004501,11.4,1019.0,94,117,2.5,0.9,10155.7
57669,20220321004501,24.0,1009.2,16,198,10.2,1.2,10393.2
57671,20220321004501,0.9,1010.4,73,30,11.9,0.2,10126.3
57673,20220321004501,26.6,1015.3,2,272,9.4,0.9,10176.0
57679,20220321004501,25.6,1001.0,37,324,4.1,1.4,10249.0
57682,20220321004501,24.0,1023.8,61,316,7.5,0.4,10018.5
57687,20220321004501,31.9,1003.0,23,337,5.4,0.2,10197.0
57745,20220321004501,18.7,1003.8,62,210,9.8,1.0,10425.4
57749,20220321004501,18.4,1015.4,90,312,1.4,0.9,10264.6
57752,20220321004501,21.5,1010.2,99,166,6.0,1.4,10200.9
57758,20220321004501,7.3,1009.8,30,266,12.9,0.3,10094.8
57761,20220321004501,24.7,1018.4,55,63,8.2,1.1,10382.1
57766,20220321004501,26.0,1009.1,41,118,8.0,1.3,10084.1
57774,20220321004501,32.4,1003.2,28,224,1.4,0.1,10191.7
57776,20220321004501,22.9,1024.5,6,104,12.4,0.6,10373.1
57779,20220321004501,4.1,1012.4,67,232,8.8,0.1,10046.1
57780,20220321004501,26.2,1020.8,23,306,7.0,1.4,10178.6
57841,20220321004501,30.4,1009.4,47,79,10.1,0.1,10455.9
57845,20220321004501,29.8,1015.8,87,174,3.6,1.5,10443.1
57853,20220321004501,12.8,1011.9,43,329,1.8,0.0,10191.4
57857,20220321004501,9.2,1006.1,18,262,12.2,0.3,10465.8
57860,20220321004501,24.6,1024.4,77,26,14.8,1.4,10072.5
57866,20220321004501,29.7,1016.1,55,26,4.6,0.8,10129.7
57872,20220321004501,7.0,1008.6,73,16,6.5,0.2,10143.7
57874,20220321004501,3.6,1006.6,28,153,10.8,1.2,10197.3
57889,20220321004501,23.6,1023.6,20,354,4.0,0.7,10375.8
57965,20220321004501,34.1,1018.2,19,249,1.5,0.8,10169.8
57972,20220321004501,22.1,1024.7,21,316,10.5,1.2,10486.0
57974,20220321004501,34.7,1005.0,11,66,8.7,0.9,10267.7
50936,20220321004501,24.1,1012.7,31,207,12.0,0.1,10021.1
50945,20220321004501,10.9,1008.9,26,288,11.4,0.4,10484.6
50948,20220321004501,10.5,1018.0,97,243,8.7,0.1,10121.1
50949,20220321004501,9.6,1001.8,86,325,12.4,0.3,10198.4
54041,20220321004501,1.4,1018.5,76,210,6.9,0.5,10022.9
54049,20220321004501,27.6,1002.5,95,169,0.1,0.7,10436.4
54063,20220321004501,25.6,1022.5,91,65,13.6,1.4,10243.3
54064,20220321004501,2.2,1004.2,33,108,2.1,0.1,10241.0
54142,20220321004501,3.2,1011.5,57,62,10.2,0.3,10209.4
54157,20220321004501,9.3,1006.6,14,270,9.6,0.3,10143.3
54161,20220321004501,24.5,1026.3,13,205,14.4,1.0,10203.8
54165,20220321004501,30.1,1004.5,3,195,9.8,1.5,10159.7
54171,20220321004501,32.0,1021.4,61,278,12.1,0.1,10177.7
54181,20220321004501,27.1,1026.2,5,236,4.3,1.3,10016.5
54186,20220321004501,19.7,1016.3,70,101,10.8,0.1,10155.8
54195,20220321004501,16.5,1000.8,21,14,7.4,0.2,10072.4
54260,20220321004501,6.8,1024.6,70,305,1.8,1.0,10247.3
54263,20220321004501,30.4,1007.9,96,295,5.3,1.5,10137.4
54266,20220321004501,24.4,1025.2,71,250,5.0,1.5,10087.0
54273,20220321004501,21.6,1026.3,90,335,0.8,0.9,10316.4
54276,20220321004501,20.8,1009.3,96,148,14.9,0.9,10255.6
54284,20220321004501,16.4,1023.5,17,127,4.6,1.5,10103.5
54285,20220321004501,11.7,1024.9,86,98,13.6,0.7,10270.1
54286,20220321004501,5.5,1006.4,73,29,2.2,1.4,10026.9
54292,20220321004501,30.4,1021.2,18,45,6.5,0.1,10310.7
54363,20220321004501,12.8,1001.3,80,112,7.5,1.1,10462.3
54374,20220321004501,3.1,1016.1,18,272,7.5,1.5,10236.0
54377,20220321004501,1.2,1007.2,13,202,11.1,0.4,10300.7
54386,20220321004501,26.9,1008.0,20,178,3.0,0.5,10399.2
58026,20220321004501,18.5,1025.2,61,70,8.0,1.5,10404.8
58027,20220321004501,24.8,1020.7,39,88,10.0,0.4,10042.0
58038,20220321004501,18.7,1020.6,24,251,12.3,1.1,10044.8
58040,20220321004501,20.2,1012.2,50,172,12.4,0.1,10106.4
58047,20220321004501,11.2,1023.8,78,10,1.0,0.6,10229.5
58130,20220321004501,10.0,1024.9,60,49,6.8,1.4,10332.6
58135,20220321004501,16.2,1005.1,30,134,1.7,0.5,10134.3
58138,20220321004501,10.2,1010.3,32,277,1.2,1.3,10031.3
58141,20220321004501,2.4,1007.7,93,343,1.0,1.4,10275.7
58143,20220321004501,34.2,1017.0,11,116,8.9,0.9,10089.1
58150,20220321004501,11.3,1004.4,95,48,12.5,0.7,10250.8
58158,20220321004501,23.0,1022.1,13,117,1.7,0.7,10438.2
58238,20220321004501,8.7,1010.6,69,120,12.8,1.3,10115.7
58241,20220321004501,30.4,1001.5,62,14,9.5,1.1,10187.9
58251,20220321004501,1.4,1023.1,96,26,11.0,1.3,10139.2
58252,20220321004501,27.3,1000.0,50,332,9.1,0.9,10234.8
58255,20220321004501,13.3,1025.7,37,212,3.5,0.8,10063.2
58259,20220321004501,6.0,1003.9,29,38,10.4,0.6,10015.8
58265,20220321004501,14.0,1018.1,56,0,0.4,1.5,10375.9
58343,20220321004501,23.6,1017.4,66,57,0.9,0.7,10032.3
58345,20220321004501,26.7,1002.5,12,193,8.7,0.3,10313.2
58354,20220321004501,23.2,1000.8,19,31,7.5,0.6,10332.7
58356,20220321004501,19.5,1022.3,75,273,0.0,1.0,10247.6
58358,20220321004501,11.3,1003.5,64,95,7.9,0.1,10155.6
57598,20220321004501,15.2,1016.8,23,354,12.8,1.3,10290.5
57696,20220321004501,29.4,1015.7,14,353,13.7,0.3,10404.4
57789,20220321004501,23.6,1008.4,86,286,1.8,0.0,10168.8
57793,20220321004501,34.0,1002.2,57,208,2.7,1.1,10116.2
57799,20220321004501,4.3,1015.7,37,247,0.2,1.4,10265.6
57894,20220321004501,14.0,1003.0,2,279,7.7,1.4,10040.7
57896,20220321004501,6.0,1012.2,77,51,7.8,0.5,10401.5
57993,20220321004501,26.2,1020.3,9,60,6.5,0.8,10168.5
58506,20220321004501,17.1,1005.0,6,123,9.2,1.3,10177.8
