Station ID,Time,Temperature,Relative Humidity,Wind Direction,Wind Speed,Rain Fall,Visibility
52787,20220321054446,4.6,1006.5,33,85,2.9,0.8,10437.8
52797,20220321054446,30.7,1017.8,24,119,14.3,0.6,10467.0
52884,20220321054446,17.5,1024.5,65,178,9.3,1.4,10116.3
52895,20220321054446,5.0,1001.6,25,342,9.6,0.2,10271.6
52983,20220321054446,0.2,1003.0,83,20,8.6,1.5,10318.9
52984,20220321054446,23.0,1003.6,75,60,9.4,0.5,10031.1
52986,20220321054446,29.2,1025.9,98,213,10.4,0.2,10146.2
52996,20220321054446,28.2,1023.3,8,159,5.9,1.5,10241.5
53821,20220321054446,3.6,1018.3,69,118,4.9,0.3,10276.1
53915,20220321054446,12.7,1008.8,56,294,7.9,0.5,10340.3
53923,20220321054446,24.6,1015.1,58,133,14.0,0.2,10390.2
56074,20220321054446,7.1,1023.0,71,135,2.8,0.9,10364.0
56080,20220321054446,20.8,1006.5,1,279,14.8,0.8,10467.0
56093,20220321054446,18.0,1003.6,20,98,8.9,1.0,10114.9
56096,20220321054446,29.5,1016.0,51,236,3.8,0.7,10206.5
57014,20220321054446,7.4,1021.6,41,296,13.6,0.6,10001.8
57996,20220321054446,33.4,1026.1,62,18,0.6,0.9,10462.9
59072,20220321054446,23.7,1019.0,87,208,0.1,1.3,10288.4
59082,20220321054446,5.3,1023.6,92,33,13.9,1.4,10149.3
59087,20220321054446,13.2,1024.8,72,258,11.9,1.1,10208.8
59088,20220321054446,8.6,1006.3,62,337,6.6,0.7,10423.7
59096,20220321054446,26.6,1009.4,94,204,6.6,0.3,10004.3
59097,20220321054446,9.6,1004.4,40,203,7.0,0.3,10032.0
59107,20220321054446,10.2,1004.5,87,161,7.8,0.1,10190.4
59116,20220321054446,2.8,1001.7,39,348,4.5,1.5,10383.3
59117,20220321054446,31.9,1002.9,73,70,5.9,0.5,10245.5
59271,20220321054446,34.8,1007.4,68,57,13.8,1.4,10132.5
59278,20220321054446,21.8,1004.1,90,42,6.8,1.1,10162.6
59280,20220321054446,13.6,1010.6,67,119,0.8,1.2,10449.4
59287,20220321054446,12.6,1023.6,97,290,3.0,0.8,10420.1
59289,20220321054446,29.6,1001.1,88,139,3.7,1.0,10223.0
59293,20220321054446,3.8,1014.0,78,67,10.6,0.2,10054.5
59294,20220321054446,1.7,1022.0,77,126,8.1,1.5,10225.2
59298,20220321054446,24.6,1009.4,37,118,5.5,0.0,10315.0
59303,20220321054446,4.7,1004.7,82,107,9.0,1.3,10118.2
59304,20220321054446,16.0,1017.0,64,54,14.2,0.4,10172.5
59306,20220321054446,1.0,1010.0,56,288,0.5,0.0,10261.3
59310,20220321054446,16.2,1004.2,32,181,2.6,1.1,10491.0
59316,20220321054446,30.2,1009.6,100,340,5.3,1.3,10489.4
59317,20220321054446,16.0,1013.2,47,23,7.7,0.9,10100.9
59324,20220321054446,31.3,1013.8,25,213,11.5,1.5,10232.8
59456,20220321054446,17.5,1015.7,8,2,4.4,0.6,10232.2
59462,20220321054446,22.2,1013.7,75,99,0.8,1.3,10451.6
59478,20220321054446,22.4,1002.9,79,249,10.6,1.2,10117.7
59485,20220321054446,14.9,1000.2,16,208,9.2,1.5,10064.6
59488,20220321054446,27.9,1018.9,83,11,4.2,1.3,10499.9
59493,20220321054446,15.0,1026.4,89,253,3.6,1.4,10125.8
59501,20220321054446,30.2,1020.1,4,119,9.0,1.4,10492.3
59658,20220321054446,21.0,1013.5,55,177,9.8,0.1,10354.7
59663,20220321054446,5.2,1025.4,27,240,4.0,0.8,10324.2
59664,20220321054446,25.4,1024.1,78,25,13.2,1.3,10302.0
59673,20220321054446,22.6,1025.3,64,76,6.4,0.6,10252.9
59754,20220321054446,0.2,1016.5,45,57,6.1,1.4,10092.7
57947,20220321054446,24.7,1011.8,40,281,3.7,0.1,10081.6
57957,20220321054446,17.8,1017.9,86,234,3.2,1.4,10406.0
57958,20220321054446,10.8,1021.9,31,226,10.7,0.1,10394.4
59021,20220321054446,23.8,1026.4,79,70,6.2,1.4,10371.3
59023,20220321054446,13.8,1023.0,35,34,9.8,0.5,10311.8
59027,20220321054446,23.6,1011.0,42,250,12.6,0.2,10012.1
59037,20220321054446,16.2,1017.2,77,45,12.1,1.0,10344.7
59046,20220321054446,10.3,1010.6,67,114,1.2,0.0,10356.2
59058,20220321054446,6.5,1023.4,25,129,9.6,1.0,10264.2
59065,20220321054446,32.6,1006.0,76,164,8.2,0.4,10380.1
59209,20220321054446,21.8,1020.6,92,270,3.8,1.1,10017.5
59211,20220321054446,32.8,1025.5,12,132,12.8,1.0,10434.8
59218,20220321054446,33.2,1014.9,32,65,4.5,1.5,10363.3
59228,20220321054446,17.7,1005.7,55,358,10.5,1.3,10115.2
59242,20220321054446,15.4,1012.2,30,118,4.3,0.4,10172.3
59254,20220321054446,33.3,1009.4,17,22,1.6,1.1,10425.0
59265,20220321054446,17.1,1006.2,83,134,8.4,0.1,10009.5
59417,20220321054446,10.5,1013.0,71,263,9.4,0.0,10312.6
59431,20220321054446,4.0,1015.3,36,139,10.0,0.0,10057.9
59446,20220321054446,17.9,1005.6,59,186,7.7,1.4,10257.6
59453,20220321054446,10.2,1003.5,8,147,11.5,1.3,10121.9
59626,20220321054446,21.4,1004.4,26,200,13.4,1.1,10007.6
59631,20220321054446,23.7,1009.4,17,150,2.4,0.4,10478.0
59632,20220321054446,12.1,1004.8,11,147,10.5,0.0,10113.8
59644,20220321054446,3.5,1017.1,67,28,5.4,0.1,10321.1
59647,20220321054446,6.7,1008.7,42,270,7.6,1.1,10240.0
56691,20220321054446,27.3,1018.6,7,40,13.8,1.0,10441.4
56693,20220321054446,14.7,1001.1,92,17,4.5,0.2,10161.7
56792,20220321054446,28.8,1010.7,3,24,11.9,0.8,10075.4
56793,20220321054446,31.1,1014.0,81,304,11.2,1.3,10179.6
57606,20220321054446,10.8,1009.5,69,172,0.9,1.0,10279.9
57614,20220321054446,17.1,1002.1,64,219,12.9,1.1,10278.4
57625,20220321054446,9.3,1004.9,6,226,13.1,0.3,10414.8
57647,20220321054446,5.9,1010.1,76,17,2.6,0.3,10335.2
57707,20220321054446,1.4,1009.4,92,131,2.1,0.4,10488.3
57710,20220321054446,6.3,1015.8,30,297,9.1,0.8,10415.4
57712,20220321054446,1.2,1005.6,38,357,1.0,1.0,10271.1
57718,20220321054446,22.7,1016.5,88,248,3.6,0.2,10438.6
57722,20220321054446,9.4,1014.7,52,306,0.1,0.3,10006.9
57729,20220321054446,28.3,1008.7,26,345,14.5,1.0,10219.7
57731,20220321054446,33.4,1016.1,24,112,0.2,0.9,10431.9
57741,20220321054446,23.0,1024.7,38,311,6.3,0.8,10298.1
57803,20220321054446,28.6,1008.1,90,326,6.3,0.5,10479.1
57805,20220321054446,6.4,1018.8,15,48,4.5,0.3,10042.7
57806,20220321054446,14.0,1015.0,81,13,5.1,1.1,10284.6
57816,20220321054446,31.4,1011.8,60,110,7.8,0.8,10255.4
57825,20220321054446,20.5,1013.8,94,194,1.6,1.4,10486.5
57827,20220321054446,8.8,1016.2,86,285,1.5,0.7,10431.2
57832,20220321054446,7.0,1019.5,32,175,4.5,0.3,10473.9
57839,20220321054446,17.7,1024.3,87,201,3.9,0.5,10124.6
57840,20220321054446,21.9,1013.8,6,332,11.6,0.2,10007.3
57902,20220321054446,30.0,1013.0,68,143,6.4,0.9,10237.5
57906,20220321054446,16.2,1000.3,95,34,10.3,0.9,10176.9
57907,20220321054446,28.9,1017.7,39,86,6.0,0.0,10255.9
57910,20220321054446,32.5,1026.1,25,200,11.4,0.5,10327.7
57912,20220321054446,20.5,1022.7,40,107,11.9,0.2,10496.1
57916,20220321054446,24.0,1025.5,92,285,12.4,0.9,10317.3
57922,20220321054446,5.3,1024.4,62,188,10.6,0.7,10494.2
57926,20220321054446,5.1,1024.5,75,302,9.8,1.0,10239.9
57932,20220321054446,17.7,1007.0,28,128,6.2,1.4,10432.1
59758,20220321054446,18.2,1003.2,47,78,14.2,1.4,10169.6
59838,20220321054446,24.8,1000.2,97,336,9.4,0.5,10136.4
59845,20220321054446,17.4,1020.6,99,313,13.8,0.1,10244.6
59849,20220321054446,16.5,1018.1,92,232,0.3,0.2,10101.1
59855,20220321054446,26.0,1025.7,16,260,11.4,1.0,10204.0
59948,20220321054446,18.8,1007.4,4,95,13.3,0.3,10073.7
59954,20220321054446,34.1,1004.2,96,82,12.3,0.9,10372.8
59981,20220321054446,0.4,1024.5,52,259,14.4,0.2,10169.2
53399,20220321054446,23.1,1019.8,4,85,10.0,0.6,10262.2
53593,20220321054446,26.6,1002.4,85,94,4.0,1.1,10270.7
53698,20220321054446,6.0,1010.7,73,273,10.5,0.7,10001.9
53798,20220321054446,16.5,1022.2,92,70,8.7,0.2,10447.6
54308,20220321054446,29.7,1002.4,45,259,10.4,0.7,10103.1
54311,20220321054446,17.4,1018.0,10,80,5.4,1.4,10378.6
54401,20220321054446,5.0,1015.0,97,351,2.8,0.0,10057.0
54405,20220321054446,31.3,1024.2,13,323,1.1,1.1,10103.0
54423,20220321054446,2.0,1003.6,48,262,4.0,0.0,10085.1
54429,20220321054446,6.1,1011.3,58,100,11.5,0.2,10230.8
54436,20220321054446,32.0,1002.4,20,107,0.2,1.5,10043.5
54449,20220321054446,28.5,1024.7,67,65,13.1,1.4,10371.5
54518,20220321054446,4.9,1016.3,35,293,13.5,0.2,10405.9
54534,20220321054446,20.3,1019.8,89,94,2.3,0.5,10386.7
54535,20220321054446,11.8,1012.5,100,211,3.0,1.0,10318.0
54539,20220321054446,21.5,1008.2,21,84,7.6,0.2,10212.0
54602,20220321054446,2.6,1001.0,10,192,5.0,0.0,10085.2
54606,20220321054446,14.1,1007.3,73,307,5.6,0.4,10265.2
54618,20220321054446,31.7,1002.7,20,300,12.3,1.0,10356.8
54624,20220321054446,34.9,1010.2,62,139,7.9,0.5,10361.9
54705,20220321054446,6.3,1008.8,85,206,3.5,0.5,10345.3
53898,20220321054446,19.1,1016.9,21,45,6.9,1.2,10409.1
53986,20220321054446,30.0,1011.0,38,249,1.4,0.4,10481.5
57051,20220321054446,31.4,1023.1,14,4,12.3,0.2,10416.9
57067,20220321054446,31.7,1023.8,39,351,12.8,0.2,10008.7
57071,20220321054446,11.0,1011.0,100,292,6.1,1.5,10366.7
57077,20220321054446,9.2,1020.9,22,120,7.1,0.2,10403.8
57083,20220321054446,24.2,1012.4,52,35,0.0,0.4,10441.1
57084,20220321054446,17.1,1009.0,56,18,10.0,0.5,10405.3
57089,20220321054446,32.4,1003.5,19,263,4.2,0.2,10103.3
57091,20220321054446,0.4,1007.1,26,346,5.7,0.7,10013.1
57156,20220321054446,27.9,1004.6,17,18,13.0,1.1,10132.9
57178,20220321054446,2.3,1001.0,17,328,2.6,0.3,10383.8
57181,20220321054446,32.8,1013.9,29,347,8.9,1.0,10363.8
57193,20220321054446,29.9,1017.0,51,166,1.4,0.4,10120.9
57285,20220321054446,13.4,1009.4,73,214,9.0,0.0,10421.9
57290,20220321054446,19.5,1026.0,18,155,9.5,0.9,10116.4
57297,20220321054446,4.1,1018.9,3,262,12.8,0.2,10128.5
58005,20220321054446,28.4,1016.7,64,160,5.3,0.2,10125.7
58111,20220321054446,13.9,1003.2,12,10,12.3,1.1,10377.0
58208,20220321054446,21.9,1021.6,69,306,8.6,1.3,10109.8
50136,20220321054446,18.5,1010.3,58,317,3.2,0.7,10170.2
50246,20220321054446,16.6,1013.3,73,9,7.6,0.7,10101.9
50247,20220321054446,20.5,1015.1,20,38,9.5,0.7,10023.8
50349,20220321054446,2.3,1013.3,38,342,9.4,0.1,10439.6
50353,20220321054446,1.3,1000.8,15,226,11.6,0.8,10105.4
50442,20220321054446,3.1,1011.0,87,60,2.9,1.4,10269.2
50468,20220321054446,25.3,1010.0,75,278,9.7,1.3,10320.0
50557,20220321054446,34.3,1025.8,29,223,9.9,1.3,10433.7
50564,20220321054446,26.9,1011.8,18,148,11.6,1.2,10476.3
50656,20220321054446,6.2,1009.1,70,334,14.1,1.5,10326.5
50658,20220321054446,18.6,1021.5,88,259,11.0,0.5,10139.3
50674,20220321054446,1.9,1018.1,58,264,8.7,1.0,10246.2
50739,20220321054446,22.0,1016.0,17,3,7.8,0.9,10293.5
50742,20220321054446,15.3,1021.9,58,80,2.7,1.0,10285.3
50745,20220321054446,3.1,1020.0,61,233,0.0,1.5,10276.2
50756,20220321054446,29.8,1000.5,95,2,11.9,1.2,10309.8
50758,20220321054446,14.6,1009.7,46,76,4.9,1.3,10257.2
50774,20220321054446,21.6,1003.9,92,216,7.0,0.4,10034.0
50778,20220321054446,13.7,1021.4,76,139,6.4,0.0,10123.6
50788,20220321054446,28.8,1019.7,38,280,9.8,0.0,10321.1
50844,20220321054446,22.7,1002.8,34,265,13.0,0.6,10169.2
50853,20220321054446,31.8,1006.9,53,291,4.5,0.3,10288.8
50854,20220321054446,13.7,1003.4,2,85,2.5,0.4,10377.4
50862,20220321054446,33.5,1010.1,50,198,10.4,1.4,10334.0
50873,20220321054446,32.5,1015.5,46,291,11.0,0.6,10064.1
50877,20220321054446,14.2,1009.0,22,164,5.6,0.5,10110.0
50888,20220321054446,30.6,1008.4,28,291,6.5,0.8,10342.8
50950,20220321054446,20.7,1026.2,26,351,2.5,1.4,10164.5
50953,20220321054446,8.1,1016.7,81,53,3.5,0.5,10417.3
50955,20220321054446,4.0,1024.7,57,138,1.8,1.3,10207.0
50963,20220321054446,16.4,1017.5,2,228,12.6,0.9,10454.2
50968,20220321054446,9.5,1003.4,88,93,11.8,0.8,10262.3
50973,20220321054446,2.1,1018.8,59,325,0.1,1.5,10380.2
50978,20220321054446,14.2,1012.3,16,315,2.6,0.0,10248.1
50983,20220321054446,7.1,1010.1,88,80,10.6,0.1,10254.6
54094,20220321054446,1.7,1014.0,100,265,3.1,0.3,10452.0
54096,20220321054446,6.9,1021.1,80,106,14.0,1.3,10443.0
57251,20220321054446,33.4,1024.8,31,123,4.9,0.6,10320.7
57256,20220321054446,11.1,1004.7,45,81,2.3,1.5,10349.7
57259,20220321054446,12.5,1018.9,43,16,9.4,0.9,10047.5
57265,20220321054446,0.7,1008.5,57,328,8.4,0.3,10458.4
57278,20220321054446,33.0,1024.3,98,79,5.3,1.2,10407.0
57279,20220321054446,32.4,1006.5,73,199,0.2,0.4,10146.0
57355,20220321054446,1.7,1022.0,47,79,12.4,0.0,10002.2
57358,20220321054446,21.4,1013.6,75,149,6.4,0.2,10340.9
57359,20220321054446,32.5,1023.8,56,304,14.1,0.8,10407.1
57363,20220321054446,22.5,1008.1,50,251,11.6,0.1,10199.2
57378,20220321054446,5.8,1011.5,36,346,14.2,1.3,10013.8
57381,20220321054446,11.6,1014.6,38,229,10.2,0.3,10241.2
57395,20220321054446,19.1,1003.1,20,298,11.4,0.6,10444.2
57399,20220321054446,27.7,1008.3,90,223,1.9,0.2,10046.2
57439,20220321054446,26.0,1015.4,38,208,0.4,0.8,10483.0
57445,20220321054446,15.2,1024.0,17,194,7.6,0.5,10346.9
57447,20220321054446,16.4,1006.4,95,149,1.5,1.0,10149.1
57458,20220321054446,33.6,1005.7,63,46,12.5,1.1,10160.8
57461,20220321054446,30.8,1011.9,49,325,10.8,1.3,10129.2
57476,20220321054446,26.0,1018.9,53,32,6.4,0.4,10431.2
57482,20220321054446,1.5,1009.3,83,332,9.2,0.5,10293.5
57483,20220321054446,13.7,1012.5,42,228,13.7,1.1,10049.7
57493,20220321054446,18.3,1017.1,69,122,0.0,0.0,10114.4
57494,20220321054446,9.4,1018.0,45,226,11.6,1.2,10407.7
57545,20220321054446,22.9,1015.1,18,64,9.0,0.7,10369.7
57573,20220321054446,32.3,1016.0,71,342,12.7,1.5,10164.1
57581,20220321054446,1.4,1005.3,58,242,2.4,0.5,10170.0
57583,20220321054446,20.0,1013.7,96,139,5.2,1.5,10106.5
57595,20220321054446,22.3,1001.0,5,272,0.6,0.5,10385.9
58402,20220321054446,18.3,1001.5,77,91,5.7,1.0,10039.7
58407,20220321054446,11.3,1010.1,56,352,7.9,0.0,10304.0
58500,20220321054446,10.2,1006.1,35,345,4.0,0.1,10373.6
57554,20220321054446,18.8,1000.7,43,184,11.2,0.3,10367.0
57562,20220321054446,22.4,1009.2,97,207,4.7,1.3,10430.9
57574,20220321054446,21.4,1007.3,72,12,8.7,1.5,10295.1
57584,20220321054446,9.5,1004.6,35,224,3.5,0.4,10203.4
57642,20220321054446,20.1,1020.9,87,100,12.3,0.8,10105.0
57649,20220321054446,29.3,1026.4,6,227,10.2,0.5,10209.3
57655,20220321054446,2.7,1026.3,74,88,10.2,0.0,10439.4
57662,20220321054446,6.4,1009.0,1,159,11.9,1.4,10211.8
57669,20220321054446,2.6,1022.4,46,243,0.5,1.5,10326.2
57671,20220321054446,31.6,1005.4,93,87,14.5,0.9,10321.6
57673,20220321054446,1.0,1003.0,53,81,7.9,0.1,10420.7
57679,20220321054446,8.9,1020.4,15,54,5.1,0.6,10370.8
57682,20220321054446,34.1,1000.3,70,68,5.9,0.7,10338.1
57687,20220321054446,6.5,1016.5,68,156,1.6,0.3,10247.3
57745,20220321054446,18.6,1000.1,94,41,10.9,0.9,10463.7
57749,20220321054446,21.2,1005.5,25,263,10.1,1.0,10193.1
57752,20220321054446,8.0,1004.6,83,15,5.9,0.0,10471.8
57758,20220321054446,20.0,1002.9,16,236,2.1,0.3,10464.1
57761,20220321054446,34.7,1005.9,52,342,5.3,0.8,10256.7
57766,20220321054446,24.9,1003.1,79,162,6.8,0.6,10124.4
57774,20220321054446,23.5,1007.9,75,224,0.0,0.0,10072.5
57776,20220321054446,34.9,1007.5,55,43,7.9,0.6,10126.9
57779,20220321054446,14.0,1006.2,56,161,10.1,1.0,10249.6
57780,20220321054446,2.6,1026.2,59,248,14.5,0.8,10191.1
57841,20220321054446,7.0,1023.7,48,233,8.6,0.9,10163.3
57845,20220321054446,2.7,1018.7,9,349,9.2,0.3,10429.9
57853,20220321054446,32.3,1014.0,56,175,4.4,1.4,10414.1
57857,20220321054446,8.3,1002.3,64,164,2.0,1.3,10096.5
57860,20220321054446,4.6,1010.2,48,341,0.6,1.0,10057.6
57866,20220321054446,24.6,1007.5,25,210,10.2,0.1,10116.9
57872,20220321054446,28.8,1003.3,16,170,8.5,0.6,10398.8
57874,20220321054446,15.0,1005.2,66,168,0.0,0.0,10010.1
57889,20220321054446,17.1,1019.1,58,19,7.0,0.8,10469.1
57965,20220321054446,28.6,1003.7,41,19,12.4,0.0,10057.2
57972,20220321054446,16.9,1020.6,85,285,10.1,0.3,10350.3
57974,20220321054446,21.0,1012.6,94,97,10.5,0.2,10406.1
50936,20220321054446,27.6,1021.3,31,319,5.1,1.5,10413.8
50945,20220321054446,34.0,1023.5,97,309,4.8,1.2,10286.7
50948,20220321054446,29.8,1025.9,23,61,10.8,1.1,10484.9
50949,20220321054446,15.8,1007.8,74,358,13.0,0.2,10098.4
54041,20220321054446,2.8,1024.4,14,303,12.4,0.0,10414.8
54049,20220321054446,1.0,1010.0,46,78,13.1,0.5,10169.8
54063,20220321054446,5.4,1022.4,17,73,13.4,1.1,10445.8
54064,20220321054446,15.8,1020.8,85,143,0.6,0.2,10283.8
54142,20220321054446,17.6,1009.1,70,266,0.7,0.6,10207.0
54157,20220321054446,5.9,1014.5,96,58,6.8,0.1,10144.7
54161,20220321054446,15.8,1018.9,5,302,6.6,0.8,10429.4
54165,20220321054446,11.1,1003.8,95,314,11.3,1.4,10410.0
54171,20220321054446,8.1,1018.1,52,210,6.5,0.4,10283.7
54181,20220321054446,5.4,1015.3,58,256,3.9,1.3,10374.9
54186,20220321054446,18.6,1004.8,24,20,13.2,0.7,10095.8
54195,20220321054446,10.3,1006.1,82,322,1.7,0.7,10153.4
54260,20220321054446,24.1,1020.4,99,122,14.2,1.3,10114.7
54263,20220321054446,22.5,1020.3,54,242,13.1,1.5,10018.0
54266,20220321054446,29.4,1010.8,5,291,6.6,0.7,10219.3
54273,20220321054446,24.1,1001.1,38,291,1.0,1.1,10292.0
54276,20220321054446,34.9,1007.1,3,149,0.2,0.8,10489.6
54284,20220321054446,8.5,1009.3,30,74,2.6,1.4,10038.2
54285,20220321054446,19.3,1014.0,27,342,11.5,0.3,10285.0
54286,20220321054446,6.1,1024.5,10,274,6.9,0.2,10395.5
54292,20220321054446,5.2,1017.7,91,248,11.4,1.2,10117.2
54363,20220321054446,13.1,1013.1,86,223,4.9,1.0,10417.1
54374,20220321054446,15.9,1012.6,7,225,9.8,0.5,10489.9
54377,20220321054446,34.9,1019.3,33,147,12.8,0.9,10090.4
54386,20220321054446,16.1,1010.0,19,58,10.7,1.3,10099.7
58026,20220321054446,18.3,1014.3,61,90,0.0,1.3,10186.2
58027,20220321054446,33.5,1016.7,76,207,1.5,0.2,10467.5
58038,20220321054446,25.4,1021.4,32,207,8.7,0.7,10383.2
58040,20220321054446,4.2,1006.7,57,157,9.7,0.3,10233.9
58047,20220321054446,12.1,1016.6,87,80,4.1,1.0,10404.7
58130,20220321054446,21.0,1002.8,28,15,0.7,0.7,10146.8
58135,20220321054446,11.8,1004.2,39,256,10.8,0.5,10124.7
58138,20220321054446,21.6,1001.6,43,312,14.3,1.1,10083.5
58141,20220321054446,33.4,1018.8,78,121,1.4,0.7,10344.2
58143,20220321054446,23.5,1011.1,56,239,5.6,1.4,10099.0
58150,20220321054446,11.5,1012.4,21,168,12.8,0.2,10101.9
58158,20220321054446,8.6,1004.1,45,93,11.7,1.0,10033.4
58238,20220321054446,31.0,1022.2,28,147,1.5,0.8,10028.6
58241,20220321054446,29.1,1003.6,94,129,3.2,0.0,10481.2
58251,20220321054446,32.7,1005.5,87,17,2.6,1.0,10050.0
58252,20220321054446,28.4,1010.3,75,1,14.9,1.0,10225.5
58255,20220321054446,22.5,1019.4,74,31,9.2,0.8,10069.9
58259,20220321054446,14.1,1002.4,52,143,8.0,1.3,10298.4
58265,20220321054446,11.7,1019.0,73,66,3.0,0.6,10411.8
58343,20220321054446,10.3,1014.6,61,324,3.4,1.4,10101.5
58345,20220321054446,12.7,1014.7,33,253,5.9,0.1,10368.7
58354,20220321054446,23.0,1024.3,77,324,6.9,1.5,10052.4
58356,20220321054446,24.2,1012.4,40,44,12.0,1.1,10219.0
58358,20220321054446,15.1,1021.1,38,191,8.9,0.6,10186.8
57598,20220321054446,16.5,1000.4,34,148,8.7,0.5,10391.9
57696,20220321054446,0.3,1024.5,100,161,3.5,1.5,10227.6
57789,20220321054446,33.5,1009.1,74,343,13.3,0.4,10351.5
57793,20220321054446,32.8,1019.8,95,27,9.9,1.2,10086.7
57799,20220321054446,12.1,1009.5,47,176,6.4,1.5,10142.6
57894,20220321054446,33.5,1026.4,92,221,2.6,1.4,10038.6
57896,20220321054446,34.3,1011.9,73,345,12.7,1.3,10053.3
57993,20220321054446,32.9,1014.6,93,115,13.9,1.5,10278.9
58506,20220321054446,4.5,1017.4,95,22,5.1,0.8,10375.6
