Station ID,Time,Temperature,Relative Humidity,Wind Direction,Wind Speed,Rain Fall,Visibility
58911,20220321054436,12.3,1014.6,70,59,2.5,0.1,10225.3
58918,20220321054436,11.4,1003.2,48,240,1.8,1.0,10090.7
58921,20220321054436,26.3,1005.5,93,32,12.5,0.2,10143.5
58926,20220321054436,12.4,1024.5,69,181,2.2,1.4,10459.1
58927,20220321054436,20.2,1006.1,88,225,10.0,0.0,10009.8
58931,20220321054436,7.2,1005.7,65,329,12.4,0.7,10154.4
58933,20220321054436,12.7,1004.8,90,19,8.0,0.1,10263.2
58936,20220321054436,25.4,1022.2,29,261,11.4,0.8,10470.8
58944,20220321054436,14.6,1007.8,36,68,5.9,0.2,10421.1
59113,20220321054436,4.3,1014.8,10,89,0.2,0.5,10206.5
59126,20220321054436,0.3,1016.5,100,20,8.3,0.4,10465.1
59133,20220321054436,18.6,1023.9,84,143,5.6,0.8,10383.8
59134,20220321054436,13.5,1024.9,100,253,0.7,0.6,10475.2
59321,20220321054436,14.0,1005.0,87,30,4.1,0.7,10034.8
52323,20220321054436,19.6,1018.8,90,290,6.3,0.5,10116.6
52418,20220321054436,16.3,1005.9,23,77,0.3,1.0,10071.8
52424,20220321054436,34.2,1025.9,78,26,13.8,0.1,10377.4
52436,20220321054436,23.7,1008.7,73,17,12.8,0.6,10081.3
52446,20220321054436,1.6,1023.0,72,122,3.0,0.8,10137.6
52447,20220321054436,9.7,1016.3,28,195,13.5,0.1,10116.3
52533,20220321054436,16.6,1002.4,5,32,3.3,0.6,10179.6
52546,20220321054436,11.9,1007.0,90,122,3.2,0.1,10248.6
52652,20220321054436,22.4,1008.6,43,321,2.8,0.9,10425.8
52661,20220321054436,35.0,1004.8,81,355,3.1,0.3,10010.9
52674,20220321054436,21.8,1013.6,15,349,2.0,0.2,10202.8
52679,20220321054436,20.8,1020.4,4,30,2.1,0.8,10219.6
52681,20220321054436,15.6,1006.0,96,108,7.8,0.5,10388.0
52787,20220321054436,4.9,1007.3,47,75,3.3,0.2,10347.2
52797,20220321054436,5.8,1002.3,73,223,14.9,0.2,10065.7
52884,20220321054436,14.3,1007.9,6,297,1.5,0.0,10343.6
52895,20220321054436,2.5,1017.2,64,323,10.9,1.0,10240.8
52983,20220321054436,6.1,1012.0,14,173,0.5,0.7,10219.0
52984,20220321054436,7.1,1024.0,32,64,13.0,0.4,10445.5
52986,20220321054436,26.7,1023.4,84,102,5.5,1.2,10021.1
52996,20220321054436,7.1,1002.5,92,310,0.2,0.7,10140.2
53821,20220321054436,4.9,1002.9,69,110,1.9,0.6,10394.5
53915,20220321054436,20.1,1000.0,58,144,13.7,0.4,10262.4
53923,20220321054436,16.8,1025.9,9,298,14.1,0.4,10165.5
56074,20220321054436,34.3,1018.9,82,259,3.5,0.0,10462.9
56080,20220321054436,1.7,1008.6,87,103,0.1,0.3,10083.8
56093,20220321054436,19.5,1002.4,2,179,8.4,1.4,10147.5
56096,20220321054436,16.2,1019.4,85,69,4.5,0.5,10226.8
57014,20220321054436,17.8,1026.4,42,277,12.3,1.0,10432.5
57996,20220321054436,31.5,1003.3,39,232,3.0,1.2,10012.0
59072,20220321054436,14.0,1021.3,13,245,2.2,0.6,10167.5
59082,20220321054436,5.1,1016.1,21,141,2.7,0.8,10405.1
59087,20220321054436,7.7,1001.9,63,93,3.8,1.1,10253.0
59088,20220321054436,16.6,1016.4,60,94,7.8,1.3,10153.5
59096,20220321054436,0.1,1002.0,34,85,0.9,1.0,10468.7
59097,20220321054436,26.3,1010.9,8,152,9.2,1.5,10209.4
59107,20220321054436,20.2,1007.8,1,207,3.3,1.0,10247.2
59116,20220321054436,24.8,1020.5,64,187,14.9,1.0,10033.9
59117,20220321054436,34.5,1021.6,41,229,9.8,1.4,10032.7
59271,20220321054436,22.5,1018.7,90,3,13.8,0.0,10057.3
59278,20220321054436,19.2,1016.7,14,304,1.0,0.9,10292.0
59280,20220321054436,28.4,1021.4,65,279,14.9,0.3,10347.2
59287,20220321054436,15.9,1021.1,69,0,2.4,0.5,10063.0
59289,20220321054436,12.5,1023.5,9,214,0.9,0.5,10071.0
59293,20220321054436,17.5,1015.0,17,151,2.4,1.3,10215.7
59294,20220321054436,16.1,1003.1,40,310,7.8,0.3,10006.8
59298,20220321054436,34.4,1017.7,9,8,3.3,0.4,10493.0
59303,20220321054436,20.7,1008.7,84,52,2.4,1.5,10452.9
59304,20220321054436,17.4,1018.6,96,322,3.8,0.7,10420.4
59306,20220321054436,31.2,1015.2,55,210,9.5,0.1,10081.5
59310,20220321054436,2.3,1010.4,35,33,13.1,1.4,10178.8
59316,20220321054436,5.2,1015.5,95,86,1.0,0.1,10209.7
59317,20220321054436,34.0,1018.3,77,0,1.4,1.5,10298.3
59324,20220321054436,4.4,1001.2,21,167,3.6,0.6,10059.9
59456,20220321054436,13.1,1012.5,51,245,7.1,0.8,10042.5
59462,20220321054436,18.4,1002.8,44,351,0.0,0.2,10428.4
59478,20220321054436,13.9,1009.7,57,165,4.2,1.3,10131.5
59485,20220321054436,20.0,1003.3,20,11,14.7,1.2,10022.4
59488,20220321054436,32.7,1016.6,1,135,13.8,1.4,10357.3
59493,20220321054436,7.4,1025.8,83,104,1.6,0.1,10269.0
59501,20220321054436,20.6,1008.0,34,49,8.5,0.6,10361.1
59658,20220321054436,18.7,1025.2,44,334,13.7,1.0,10247.9
59663,20220321054436,21.9,1002.1,28,258,7.5,1.5,10232.3
59664,20220321054436,28.8,1001.4,58,3,6.9,0.7,10251.4
59673,20220321054436,33.7,1013.5,75,4,8.0,0.8,10108.6
59754,20220321054436,12.9,1001.9,12,263,3.3,0.6,10241.3
57947,20220321054436,17.6,1012.0,27,35,12.9,0.1,10224.5
57957,20220321054436,33.0,1009.0,12,139,6.6,1.3,10436.7
57958,20220321054436,1.3,1017.8,34,33,12.5,1.2,10016.1
59021,20220321054436,4.2,1023.5,15,333,7.4,0.5,10042.0
59023,20220321054436,32.0,1021.8,98,179,10.6,0.7,10239.9
59027,20220321054436,26.0,1006.8,62,131,6.8,1.2,10104.8
59037,20220321054436,19.8,1019.8,58,202,10.4,1.4,10122.1
59046,20220321054436,26.2,1006.2,78,149,2.2,0.4,10186.0
59058,20220321054436,24.4,1007.6,84,67,5.7,0.1,10380.8
59065,20220321054436,6.2,1023.8,75,52,9.3,1.1,10489.1
59209,20220321054436,32.4,1005.1,58,100,10.7,0.2,10191.4
59211,20220321054436,5.8,1003.9,23,282,6.1,1.2,10018.9
59218,20220321054436,26.1,1021.4,48,314,11.7,0.2,10300.5
59228,20220321054436,26.4,1007.3,82,351,12.4,0.3,10447.1
59242,20220321054436,27.7,1012.9,91,33,0.7,0.8,10219.1
59254,20220321054436,30.0,1000.4,8,77,12.5,0.6,10018.4
59265,20220321054436,14.2,1006.2,57,113,2.8,0.3,10331.3
59417,20220321054436,12.1,1001.2,54,42,10.1,1.4,10186.9
59431,20220321054436,12.1,1002.3,10,306,3.9,0.7,10351.6
59446,20220321054436,19.7,1003.4,65,243,1.6,0.4,10221.2
59453,20220321054436,18.3,1023.4,18,28,3.8,0.1,10178.6
59626,20220321054436,12.9,1001.8,62,113,11.5,0.2,10122.3
59631,20220321054436,2.2,1015.8,50,87,9.6,1.0,10424.6
59632,20220321054436,16.0,1017.4,26,175,6.1,1.4,10335.0
59644,20220321054436,19.4,1019.4,44,240,12.0,0.4,10115.7
59647,20220321054436,21.2,1009.0,3,6,11.5,0.3,10011.6
56691,20220321054436,33.1,1002.2,76,333,13.5,0.0,10395.8
56693,20220321054436,22.6,1010.6,48,51,14.7,1.2,10267.7
56792,20220321054436,30.2,1006.7,10,127,2.6,0.8,10370.7
56793,20220321054436,26.3,1001.5,10,176,0.2,1.5,10411.2
57606,20220321054436,32.6,1025.6,23,63,1.3,0.9,10139.6
57614,20220321054436,33.8,1018.2,10,265,1.3,0.8,10475.1
57625,20220321054436,25.7,1011.8,16,83,9.5,1.2,10377.5
57647,20220321054436,22.5,1023.9,23,252,9.6,1.5,10416.8
57707,20220321054436,6.8,1007.2,64,320,3.0,0.1,10382.4
57710,20220321054436,5.8,1024.3,85,115,1.5,0.5,10420.2
57712,20220321054436,33.2,1007.9,38,165,3.7,0.1,10084.9
57718,20220321054436,31.9,1005.4,83,110,0.8,1.3,10464.2
57722,20220321054436,31.5,1022.7,17,337,14.1,0.3,10376.2
57729,20220321054436,10.8,1019.1,54,184,5.9,1.3,10320.1
57731,20220321054436,11.1,1006.7,45,65,13.8,0.1,10444.0
57741,20220321054436,10.6,1021.3,23,262,1.8,0.1,10098.7
57803,20220321054436,15.6,1013.9,8,47,10.6,1.5,10385.8
57805,20220321054436,18.8,1018.7,22,179,2.8,0.2,10187.7
57806,20220321054436,21.9,1023.8,100,274,4.8,0.7,10035.6
57816,20220321054436,22.5,1009.2,75,62,1.5,0.1,10102.1
57825,20220321054436,9.7,1011.9,49,126,2.0,0.8,10187.4
57827,20220321054436,10.5,1026.3,98,336,4.0,1.4,10223.0
57832,20220321054436,8.7,1008.7,37,170,1.2,1.5,10312.3
57839,20220321054436,34.5,1019.1,49,157,1.0,1.1,10182.8
57840,20220321054436,31.1,1009.5,40,103,7.6,0.7,10193.3
57902,20220321054436,18.3,1006.2,83,304,8.1,1.5,10339.5
57906,20220321054436,26.3,1015.1,2,196,10.0,1.3,10418.2
57907,20220321054436,14.0,1000.6,31,105,10.9,1.1,10468.2
57910,20220321054436,10.1,1003.9,38,287,12.6,0.8,10384.1
57912,20220321054436,21.7,1022.1,44,238,1.3,0.5,10049.5
57916,20220321054436,4.7,1014.8,76,192,10.9,1.2,10164.2
57922,20220321054436,27.4,1017.2,75,7,14.6,1.2,10241.6
57926,20220321054436,19.5,1003.7,28,277,14.1,0.8,10008.1
57932,20220321054436,3.1,1014.8,39,311,0.9,1.3,10051.4
59758,20220321054436,17.8,1012.8,97,71,1.6,0.3,10002.6
59838,20220321054436,29.3,1020.2,12,79,2.1,0.5,10495.5
59845,20220321054436,26.9,1011.0,20,265,13.3,1.4,10130.4
59849,20220321054436,14.9,1021.4,79,46,0.9,0.4,10412.0
59855,20220321054436,28.2,1001.2,92,153,5.5,0.7,10456.0
59948,20220321054436,23.9,1016.7,60,8,1.6,1.0,10232.3
59954,20220321054436,4.4,1016.6,7,347,5.6,0.5,10429.3
59981,20220321054436,1.9,1005.5,35,320,9.2,0.4,10392.7
53399,20220321054436,19.1,1010.5,36,202,2.7,1.4,10313.7
53593,20220321054436,16.7,1010.2,84,197,8.0,0.2,10457.5
53698,20220321054436,12.6,1003.8,99,6,12.9,1.2,10168.7
53798,20220321054436,6.9,1010.2,79,269,0.7,0.1,10233.8
54308,20220321054436,2.8,1019.4,68,193,1.2,0.6,10286.5
54311,20220321054436,32.8,1018.8,95,316,0.0,0.1,10078.7
54401,20220321054436,13.8,1012.8,44,101,9.1,1.3,10205.8
54405,20220321054436,22.9,1005.3,66,269,3.0,0.4,10285.4
54423,20220321054436,14.3,1019.1,40,1,4.2,1.0,10397.2
54429,20220321054436,1.2,1004.1,74,168,9.6,1.1,10387.1
54436,20220321054436,25.0,1021.6,62,11,11.9,1.3,10034.4
54449,20220321054436,30.4,1005.3,84,144,4.8,0.9,10232.1
54518,20220321054436,3.0,1011.2,33,10,10.8,0.7,10429.2
54534,20220321054436,4.3,1004.2,58,189,9.5,0.2,10080.4
54535,20220321054436,20.3,1026.4,34,129,9.7,0.6,10414.0
54539,20220321054436,27.7,1007.1,89,230,0.0,0.8,10102.8
54602,20220321054436,12.3,1006.3,60,179,2.0,0.3,10179.8
54606,20220321054436,10.2,1007.2,13,44,4.9,1.3,10244.5
54618,20220321054436,30.3,1017.8,3,297,5.4,1.5,10121.0
54624,20220321054436,3.7,1020.7,4,269,8.3,1.1,10147.2
54705,20220321054436,32.1,1006.0,18,146,13.8,1.2,10245.3
53898,20220321054436,7.8,1002.5,19,90,8.9,1.0,10487.0
53986,20220321054436,33.0,1023.5,73,64,0.8,0.7,10465.2
57051,20220321054436,1.5,1006.9,52,295,9.6,1.0,10161.2
57067,20220321054436,3.7,1008.8,40,149,6.3,0.8,10373.3
57071,20220321054436,27.4,1013.7,25,224,10.4,0.6,10175.3
57077,20220321054436,20.8,1015.4,35,23,13.1,0.2,10328.9
57083,20220321054436,8.2,1007.3,93,95,14.8,0.4,10001.3
57084,20220321054436,5.9,1011.0,59,130,14.8,0.1,10394.6
57089,20220321054436,2.7,1010.5,56,76,13.8,1.2,10446.4
57091,20220321054436,2.4,1020.4,40,98,0.1,0.1,10108.2
57156,20220321054436,13.2,1012.7,94,24,6.7,0.9,10212.1
57178,20220321054436,0.5,1023.3,55,234,8.6,0.8,10219.4
57181,20220321054436,29.5,1008.2,45,70,6.7,0.4,10005.9
57193,20220321054436,16.1,1000.4,100,4,6.0,0.6,10300.0
57285,20220321054436,23.6,1011.9,68,88,9.6,0.8,10239.9
57290,20220321054436,10.6,1010.0,56,191,3.3,1.3,10013.8
57297,20220321054436,6.8,1006.7,42,76,13.6,1.0,10356.6
58005,20220321054436,25.2,1015.5,26,333,2.6,1.2,10114.1
58111,20220321054436,16.2,1004.6,12,102,3.0,1.4,10354.7
58208,20220321054436,34.3,1020.8,75,304,14.3,1.3,10117.3
50136,20220321054436,9.3,1003.6,73,108,11.3,0.5,10335.3
50246,20220321054436,0.7,1004.3,15,196,14.5,1.5,10345.8
50247,20220321054436,10.5,1012.2,91,340,13.6,0.1,10151.4
50349,20220321054436,24.8,1019.9,65,7,12.9,0.6,10493.7
50353,20220321054436,35.0,1011.1,19,200,1.2,1.4,10271.2
50442,20220321054436,34.5,1012.9,9,80,6.3,0.7,10142.6
50468,20220321054436,25.4,1011.9,11,124,3.4,0.1,10141.3
50557,20220321054436,6.2,1009.6,11,328,9.2,0.2,10212.1
50564,20220321054436,24.2,1007.8,31,185,3.9,1.2,10207.0
50656,20220321054436,14.0,1001.7,51,33,10.4,1.1,10253.8
50658,20220321054436,14.1,1016.4,4,89,10.0,1.3,10478.5
50674,20220321054436,20.3,1025.1,62,146,12.5,1.5,10473.3
50739,20220321054436,23.6,1005.7,35,333,11.7,0.1,10096.0
50742,20220321054436,10.9,1005.7,89,103,1.2,0.7,10324.1
50745,20220321054436,29.0,1015.5,63,215,3.6,0.1,10341.0
50756,20220321054436,31.9,1006.6,83,143,14.9,1.1,10048.7
50758,20220321054436,16.9,1016.0,29,26,6.4,1.5,10355.7
50774,20220321054436,29.1,1018.7,30,83,14.9,1.4,10399.0
50778,20220321054436,10.2,1022.8,55,291,6.5,0.5,10171.6
50788,20220321054436,27.2,1020.7,36,87,6.3,0.1,10059.3
50844,20220321054436,27.9,1004.2,93,329,2.9,0.4,10362.8
50853,20220321054436,14.3,1003.2,27,290,6.9,0.8,10229.9
50854,20220321054436,30.7,1009.5,32,326,9.3,0.1,10224.4
50862,20220321054436,19.1,1016.7,37,229,13.7,1.5,10020.0
50873,20220321054436,24.8,1000.2,12,165,0.5,0.3,10390.9
50877,20220321054436,2.9,1007.2,43,352,6.5,1.3,10254.8
50888,20220321054436,10.2,1015.2,88,119,0.7,0.6,10400.7
50950,20220321054436,13.6,1007.6,65,280,11.0,1.2,10241.4
50953,20220321054436,12.4,1024.1,70,110,6.8,1.2,10291.5
50955,20220321054436,14.2,1019.5,23,190,1.3,0.5,10213.3
50963,20220321054436,2.5,1018.9,10,8,11.3,0.0,10483.2
50968,20220321054436,19.2,1025.4,27,272,12.7,1.4,10297.1
50973,20220321054436,24.0,1015.4,54,185,7.0,1.4,10370.4
50978,20220321054436,10.6,1009.0,3,84,4.2,0.5,10094.4
50983,20220321054436,29.6,1011.7,22,267,7.6,1.0,10047.8
54094,20220321054436,4.9,1006.0,37,293,10.1,1.0,10415.1
54096,20220321054436,28.8,1023.1,22,286,10.0,0.2,10281.2
57251,20220321054436,28.6,1000.0,43,212,5.5,0.8,10438.0
57256,20220321054436,22.8,1021.6,56,47,1.5,0.4,10373.5
57259,20220321054436,25.9,1023.5,56,54,14.2,0.3,10134.3
57265,20220321054436,1.4,1024.0,85,194,6.1,0.5,10365.5
57278,20220321054436,27.9,1008.6,48,16,13.4,1.3,10163.3
57279,20220321054436,24.0,1025.6,30,241,5.9,0.8,10403.0
57355,20220321054436,28.2,1011.9,97,278,12.6,1.1,10382.5
57358,20220321054436,30.7,1022.4,1,204,9.9,0.9,10277.3
57359,20220321054436,27.8,1006.7,36,87,7.6,1.5,10205.4
57363,20220321054436,24.0,1024.9,17,1,11.0,0.9,10233.7
57378,20220321054436,23.1,1013.6,45,297,4.7,0.8,10192.9
57381,20220321054436,26.6,1008.6,21,322,13.5,0.5,10455.6
57395,20220321054436,0.1,1017.5,50,340,0.4,1.3,10438.4
57399,20220321054436,30.3,1011.5,44,64,14.4,0.0,10279.6
57439,20220321054436,31.3,1008.7,42,49,14.1,0.9,10085.1
57445,20220321054436,35.0,1006.2,46,32,11.8,0.6,10212.5
57447,20220321054436,4.4,1001.1,65,313,0.3,1.4,10404.0
57458,20220321054436,15.1,1011.3,21,192,7.3,1.2,10310.6
57461,20220321054436,31.1,1023.3,35,298,3.5,0.7,10284.7
57476,20220321054436,18.3,1019.4,38,57,9.1,1.5,10451.4
57482,20220321054436,1.8,1018.3,36,26,4.6,0.3,10277.2
57483,20220321054436,31.6,1025.7,5,78,7.0,0.9,10452.4
57493,20220321054436,19.2,1021.3,40,187,2.1,0.9,10475.7
57494,20220321054436,3.9,1005.6,58,7,1.5,0.6,10244.0
57545,20220321054436,3.9,1010.6,86,120,3.6,1.2,10344.5
57573,20220321054436,22.9,1010.3,51,3,14.3,0.7,10118.9
57581,20220321054436,2.2,1018.7,45,33,2.5,0.7,10374.5
57583,20220321054436,16.4,1018.4,78,228,1.0,1.0,10032.2
57595,20220321054436,11.6,1019.6,52,326,6.2,1.2,10258.4
58402,20220321054436,30.6,1002.5,99,83,13.4,0.0,10384.0
58407,20220321054436,8.9,1014.0,10,174,3.7,0.9,10302.7
58500,20220321054436,25.2,1023.4,88,234,14.8,1.3,10009.1
57554,20220321054436,31.5,1018.6,19,287,13.4,0.6,10183.9
57562,20220321054436,12.5,1014.0,86,168,7.1,1.5,10412.7
57574,20220321054436,25.1,1023.5,99,196,14.1,1.1,10115.9
57584,20220321054436,18.4,1009.0,91,75,5.6,0.5,10134.4
57642,20220321054436,31.5,1013.1,33,196,5.0,1.5,10387.7
57649,20220321054436,31.9,1012.5,82,73,13.5,1.4,10264.2
57655,20220321054436,15.9,1010.8,18,5,8.9,0.7,10205.9
57662,20220321054436,31.1,1007.2,37,250,14.4,1.4,10266.5
57669,20220321054436,14.0,1011.2,68,246,10.4,0.7,10337.6
57671,20220321054436,28.7,1005.2,78,82,7.9,0.7,10038.8
57673,20220321054436,31.8,1024.9,62,45,13.3,0.2,10054.4
57679,20220321054436,18.1,1007.8,49,76,2.5,0.0,10487.1
57682,20220321054436,6.8,1013.2,25,91,2.0,1.5,10411.4
57687,20220321054436,11.9,1014.7,100,224,14.7,0.0,10146.1
57745,20220321054436,4.0,1022.9,7,275,1.9,0.4,10499.3
57749,20220321054436,33.8,1017.5,69,328,14.8,0.8,10173.9
57752,20220321054436,22.5,1002.3,3,266,6.7,1.4,10049.6
57758,20220321054436,18.7,1023.9,47,225,1.2,0.9,10164.4
57761,20220321054436,13.0,1010.1,29,17,1.5,0.2,10116.1
57766,20220321054436,2.9,1018.9,59,358,10.7,0.2,10456.9
57774,20220321054436,1.8,1015.9,3,323,4.7,1.3,10497.6
57776,20220321054436,26.9,1013.5,52,276,5.5,0.1,10030.5
57779,20220321054436,32.3,1007.2,76,30,2.5,0.3,10282.3
57780,20220321054436,15.8,1023.0,57,269,4.6,0.2,10201.4
57841,20220321054436,15.9,1002.7,39,311,3.7,0.4,10285.5
57845,20220321054436,15.1,1018.9,28,213,3.5,0.2,10295.3
57853,20220321054436,10.3,1002.3,85,163,12.5,0.7,10293.9
57857,20220321054436,30.0,1011.5,17,114,0.7,0.5,10105.8
57860,20220321054436,23.1,1005.7,44,191,8.2,0.5,10178.7
57866,20220321054436,33.8,1008.3,21,165,7.5,1.5,10361.4
57872,20220321054436,11.0,1018.6,22,94,5.4,0.5,10357.2
57874,20220321054436,31.2,1015.3,15,313,8.3,1.0,10262.0
57889,20220321054436,31.9,1000.3,52,38,4.3,0.6,10023.0
57965,20220321054436,17.0,1026.2,36,326,10.2,1.1,10306.0
57972,20220321054436,25.9,1020.4,15,151,3.2,0.3,10307.7
57974,20220321054436,27.2,1014.4,15,159,11.5,0.8,10062.2
50936,20220321054436,14.1,1014.1,81,333,11.4,0.7,10284.1
50945,20220321054436,8.0,1004.9,5,356,10.8,0.3,10373.3
50948,20220321054436,27.4,1002.8,39,12,10.2,1.2,10036.4
50949,20220321054436,30.3,1016.7,82,303,13.8,1.5,10234.1
54041,20220321054436,32.5,1015.1,48,114,13.9,0.3,10340.8
54049,20220321054436,1.1,1014.9,91,335,14.5,0.2,10409.9
54063,20220321054436,28.9,1016.7,87,148,8.7,0.4,10122.0
54064,20220321054436,31.3,1016.8,48,128,2.0,0.4,10093.9
54142,20220321054436,2.4,1005.3,48,142,0.6,0.6,10222.4
54157,20220321054436,19.6,1001.6,16,180,9.0,0.9,10194.0
54161,20220321054436,34.4,1000.8,20,91,4.0,1.3,10176.3
54165,20220321054436,0.5,1022.1,24,31,6.1,1.1,10327.3
54171,20220321054436,4.3,1013.1,4,83,12.9,1.4,10107.8
54181,20220321054436,20.4,1012.4,27,310,7.7,0.1,10192.5
54186,20220321054436,9.5,1019.9,99,95,5.2,0.5,10448.1
54195,20220321054436,29.5,1017.1,11,354,0.9,0.2,10170.5
54260,20220321054436,6.8,1004.7,98,183,10.8,0.0,10033.3
54263,20220321054436,30.7,1007.0,56,95,5.4,0.5,10069.1
54266,20220321054436,21.9,1011.0,90,222,12.6,0.7,10231.6
54273,20220321054436,1.6,1004.4,10,23,8.5,0.3,10464.2
54276,20220321054436,25.4,1006.5,48,248,1.2,1.2,10287.7
54284,20220321054436,25.6,1024.2,22,111,5.2,0.4,10006.8
54285,20220321054436,0.5,1018.7,45,251,8.9,0.5,10078.5
54286,20220321054436,27.2,1019.5,4,243,8.4,0.0,10105.4
54292,20220321054436,25.4,1017.4,70,308,3.9,0.8,10409.6
54363,20220321054436,10.3,1020.3,60,195,6.2,0.4,10155.7
54374,20220321054436,15.7,1024.6,25,54,2.3,1.3,10111.9
54377,20220321054436,17.2,1020.4,63,327,13.1,1.0,10229.3
54386,20220321054436,34.2,1024.7,42,219,1.6,0.2,10335.6
58026,20220321054436,6.6,1003.6,97,212,14.6,0.7,10407.9
58027,20220321054436,5.5,1021.3,74,104,5.1,0.1,10445.2
58038,20220321054436,13.7,1007.3,20,28,7.5,0.9,10217.7
58040,20220321054436,26.0,1008.1,90,234,3.6,0.3,10088.0
58047,20220321054436,22.4,1017.0,25,92,2.8,0.0,10120.7
58130,20220321054436,9.9,1008.3,64,82,1.8,0.0,10080.5
58135,20220321054436,24.3,1000.6,61,225,10.6,1.5,10018.1
58138,20220321054436,4.0,1021.0,1,58,1.8,0.5,10425.0
58141,20220321054436,16.5,1001.2,30,39,12.0,0.5,10215.4
58143,20220321054436,23.2,1007.6,1,143,10.4,1.1,10103.0
58150,20220321054436,18.5,1004.7,17,3,14.0,0.4,10057.3
58158,20220321054436,14.4,1020.0,22,248,7.5,0.9,10026.2
58238,20220321054436,9.1,1017.9,35,140,13.7,0.7,10210.9
58241,20220321054436,34.2,1002.8,87,187,4.6,1.0,10439.8
58251,20220321054436,11.1,1003.2,89,114,5.6,0.8,10387.0
58252,20220321054436,28.0,1013.6,6,134,9.6,0.2,10135.8
58255,20220321054436,0.4,1004.1,45,159,11.6,1.4,10040.8
58259,20220321054436,25.7,1026.3,35,14,11.4,1.2,10113.8
58265,20220321054436,5.2,1024.4,5,333,1.3,0.0,10173.4
58343,20220321054436,34.0,1012.7,6,287,8.8,1.4,10223.1
58345,20220321054436,21.3,1002.1,89,10,9.4,1.2,10368.3
58354,20220321054436,28.3,1007.8,53,79,10.8,1.0,10100.0
58356,20220321054436,26.2,1005.9,60,135,7.0,0.3,10064.6
58358,20220321054436,3.5,1020.9,88,114,1.1,0.8,10415.2
57598,20220321054436,28.3,1005.4,39,28,0.0,0.2,10029.2
57696,20220321054436,6.8,1014.6,33,19,7.4,0.5,10452.4
57789,20220321054436,7.5,1023.5,17,149,8.4,0.7,10064.2
57793,20220321054436,16.0,1016.0,97,319,4.9,0.3,10260.3
57799,20220321054436,29.8,1003.2,71,23,14.1,0.9,10426.4
57894,20220321054436,19.9,1007.2,4,159,9.8,0.3,10272.9
57896,20220321054436,10.1,1000.9,82,159,10.0,1.3,10084.0
57993,20220321054436,0.2,1006.4,17,323,6.4,0.0,10288.6
58506,20220321054436,7.1,1017.9,81,315,8.3,1.4,10334.4
