Station ID,Time,Temperature,Relative Humidity,Wind Direction,Wind Speed,Rain Fall,Visibility
52679,20220321054431,11.6,1002.9,69,85,4.7,1.0,10370.8
52681,20220321054431,15.9,1019.3,47,173,2.9,0.3,10488.5
52787,20220321054431,7.0,1017.3,46,309,1.9,0.2,10346.2
52797,20220321054431,1.7,1005.4,43,30,3.7,1.2,10448.0
52884,20220321054431,28.0,1018.5,81,133,14.2,0.1,10147.2
52895,20220321054431,11.1,1014.9,93,196,12.7,0.2,10372.9
52983,20220321054431,10.3,1003.1,29,182,4.1,1.3,10363.4
52984,20220321054431,25.5,1004.3,87,153,12.4,0.0,10410.2
52986,20220321054431,24.4,1023.0,18,261,3.3,1.4,10416.2
52996,20220321054431,27.7,1017.7,45,116,0.8,0.4,10207.6
53821,20220321054431,1.0,1010.8,54,95,2.9,0.9,10073.6
53915,20220321054431,21.4,1008.6,14,63,4.2,0.7,10168.3
53923,20220321054431,2.8,1004.6,13,252,13.4,1.0,10208.2
56074,20220321054431,28.7,1019.0,80,222,7.7,0.0,10136.5
56080,20220321054431,9.5,1007.4,43,24,9.3,0.3,10016.1
56093,20220321054431,22.4,1019.5,29,275,3.8,1.4,10279.5
56096,20220321054431,33.2,1003.0,67,89,2.7,0.3,10437.9
57014,20220321054431,5.4,1024.1,28,170,14.1,0.2,10099.9
57996,20220321054431,8.4,1023.4,35,197,14.9,0.4,10142.5
59072,20220321054431,31.2,1024.7,53,48,0.7,0.8,10342.8
59082,20220321054431,2.2,1019.6,94,238,7.4,0.8,10231.9
59087,20220321054431,6.6,1017.1,61,66,0.2,1.1,10435.2
59088,20220321054431,33.9,1012.3,73,225,13.4,1.4,10377.7
59096,20220321054431,12.2,1019.6,8,81,6.3,1.5,10301.9
59097,20220321054431,6.5,1000.8,14,249,2.2,0.3,10272.9
59107,20220321054431,20.5,1001.9,79,91,11.0,0.3,10346.3
59116,20220321054431,12.5,1019.0,66,59,3.0,1.3,10301.2
59117,20220321054431,8.1,1018.2,3,12,8.3,1.3,10483.4
59271,20220321054431,20.7,1025.0,85,290,1.5,1.3,10369.9
59278,20220321054431,12.8,1023.6,92,27,7.7,0.9,10224.8
59280,20220321054431,10.4,1019.8,8,103,9.1,1.2,10349.0
59287,20220321054431,18.1,1012.8,43,316,6.2,0.8,10182.4
59289,20220321054431,11.5,1019.0,76,223,7.5,0.7,10355.0
59293,20220321054431,19.4,1020.5,58,142,6.9,0.0,10483.9
59294,20220321054431,19.4,1007.7,13,146,12.8,1.2,10146.5
59298,20220321054431,14.8,1022.1,9,32,1.2,1.0,10336.8
59303,20220321054431,11.3,1013.7,23,40,5.2,1.3,10000.0
59304,20220321054431,0.0,1021.0,82,23,12.0,0.6,10334.3
59306,20220321054431,13.8,1022.8,32,358,0.7,0.8,10171.6
59310,20220321054431,20.2,1001.6,66,278,1.2,1.3,10445.8
59316,20220321054431,12.3,1025.6,85,181,2.5,0.2,10372.6
59317,20220321054431,5.0,1000.7,89,309,1.7,0.5,10495.6
59324,20220321054431,11.7,1026.1,95,281,9.9,0.9,10063.0
59456,20220321054431,15.9,1016.9,44,278,8.5,0.8,10170.6
59462,20220321054431,23.1,1025.6,61,136,1.4,0.8,10278.0
59478,20220321054431,7.6,1013.2,51,340,0.9,1.5,10260.0
59485,20220321054431,33.6,1001.5,15,327,12.4,0.8,10424.1
59488,20220321054431,32.0,1011.6,68,74,5.5,1.4,10489.5
59493,20220321054431,19.3,1000.0,43,163,6.1,0.2,10450.8
59501,20220321054431,8.8,1005.0,98,308,10.4,0.3,10489.0
59658,20220321054431,26.7,1021.8,71,153,0.1,0.1,10486.7
59663,20220321054431,14.1,1004.5,14,272,8.1,0.8,10420.2
59664,20220321054431,5.4,1013.7,73,344,12.2,1.0,10072.9
59673,20220321054431,22.9,1017.0,99,182,2.0,1.5,10107.3
59754,20220321054431,22.4,1001.2,23,183,8.7,0.5,10455.7
57947,20220321054431,28.0,1010.0,1,115,12.5,0.1,10440.3
57957,20220321054431,22.6,1002.3,8,170,4.5,1.1,10223.9
57958,20220321054431,28.8,1025.0,62,274,1.5,0.3,10451.3
59021,20220321054431,4.5,1015.4,51,105,0.6,0.4,10407.7
59023,20220321054431,14.7,1005.7,97,264,9.7,0.8,10222.8
59027,20220321054431,18.5,1005.4,72,114,6.4,1.4,10350.0
59037,20220321054431,13.1,1018.1,71,140,0.6,1.1,10257.2
59046,20220321054431,20.8,1011.9,55,62,5.3,0.8,10388.7
59058,20220321054431,23.7,1022.0,36,115,14.8,0.7,10446.6
59065,20220321054431,1.8,1000.2,95,212,4.6,1.4,10492.6
59209,20220321054431,14.9,1008.3,95,323,1.0,0.8,10339.4
59211,20220321054431,3.7,1025.7,90,172,14.2,0.3,10233.4
59218,20220321054431,22.8,1011.6,35,187,8.1,0.1,10069.6
59228,20220321054431,34.7,1007.0,58,339,13.9,1.5,10398.3
59242,20220321054431,20.9,1005.9,63,257,11.8,0.8,10453.1
59254,20220321054431,14.4,1002.1,76,188,11.8,0.0,10403.5
59265,20220321054431,1.2,1002.6,48,178,11.2,0.5,10399.9
59417,20220321054431,18.7,1007.4,84,227,5.9,1.2,10401.9
59431,20220321054431,1.8,1003.8,10,315,6.3,0.3,10300.3
59446,20220321054431,22.1,1015.3,57,203,5.1,1.1,10388.9
59453,20220321054431,25.4,1013.9,53,24,11.0,0.3,10343.4
59626,20220321054431,32.5,1018.2,12,250,3.8,1.0,10063.3
59631,20220321054431,5.9,1024.1,4,318,12.9,0.8,10062.3
59632,20220321054431,16.6,1004.1,23,117,6.6,1.5,10391.5
59644,20220321054431,19.3,1013.9,5,150,1.4,0.8,10457.3
59647,20220321054431,24.2,1019.1,21,1,4.3,0.7,10270.5
56691,20220321054431,18.7,1021.9,21,111,6.7,0.3,10045.2
56693,20220321054431,31.8,1011.4,21,275,12.5,0.6,10222.1
56792,20220321054431,7.5,1018.8,18,52,3.8,0.9,10040.2
56793,20220321054431,26.0,1015.6,82,250,14.4,1.0,10135.3
57606,20220321054431,19.3,1000.2,7,73,6.9,0.6,10459.1
57614,20220321054431,28.0,1001.1,39,227,14.1,1.4,10173.0
57625,20220321054431,6.2,1008.0,9,172,3.0,0.9,10446.4
57647,20220321054431,18.6,1009.6,32,104,13.4,0.5,10268.1
57707,20220321054431,9.6,1016.4,43,8,0.6,0.5,10015.9
57710,20220321054431,11.7,1010.0,99,54,7.7,0.8,10150.9
57712,20220321054431,9.8,1024.4,37,86,5.4,0.0,10022.2
57718,20220321054431,30.0,1011.9,28,145,2.5,1.4,10337.6
57722,20220321054431,24.6,1009.3,41,250,9.2,0.3,10146.5
57729,20220321054431,6.1,1015.2,1,158,0.7,0.6,10274.1
57731,20220321054431,9.7,1003.7,47,346,13.8,1.4,10066.1
57741,20220321054431,30.6,1012.1,44,208,10.7,1.4,10376.2
57803,20220321054431,19.5,1005.6,20,223,5.6,0.7,10288.0
57805,20220321054431,34.8,1001.7,46,22,2.4,0.1,10212.1
57806,20220321054431,25.8,1016.1,26,310,3.5,0.7,10373.9
57816,20220321054431,13.4,1014.5,75,87,13.8,0.5,10101.8
57825,20220321054431,4.4,1023.5,34,219,2.3,1.2,10447.5
57827,20220321054431,21.4,1009.1,10,220,10.4,0.2,10129.0
57832,20220321054431,27.9,1012.6,16,294,14.7,0.8,10230.1
57839,20220321054431,26.6,1024.3,19,47,12.0,0.0,10299.6
57840,20220321054431,12.5,1022.4,23,286,0.1,0.7,10278.4
57902,20220321054431,9.4,1002.4,14,156,7.0,1.0,10211.4
57906,20220321054431,19.3,1019.3,76,309,12.9,0.2,10323.5
57907,20220321054431,1.4,1000.4,65,53,9.7,0.6,10347.9
57910,20220321054431,23.3,1013.9,96,70,3.6,0.1,10260.5
57912,20220321054431,13.1,1013.6,28,136,8.5,1.2,10090.8
57916,20220321054431,15.4,1021.7,65,246,9.2,0.7,10132.9
57922,20220321054431,15.5,1023.6,24,340,6.7,0.7,10089.8
57926,20220321054431,23.9,1007.5,88,66,9.4,0.2,10247.6
57932,20220321054431,18.8,1016.4,6,302,3.0,0.4,10283.8
59758,20220321054431,14.4,1020.9,15,98,8.8,1.4,10249.8
59838,20220321054431,21.9,1021.5,13,274,0.1,0.3,10139.8
59845,20220321054431,4.5,1011.2,21,255,4.4,0.7,10318.6
59849,20220321054431,12.8,1002.9,91,253,4.8,0.7,10244.2
59855,20220321054431,32.2,1011.7,86,50,0.8,1.1,10256.0
59948,20220321054431,25.3,1024.0,94,299,0.0,0.9,10240.3
59954,20220321054431,25.7,1018.4,41,354,11.6,1.2,10297.2
59981,20220321054431,13.5,1017.7,36,164,11.6,0.5,10073.8
53399,20220321054431,5.4,1018.5,26,158,0.7,0.6,10018.5
53593,20220321054431,3.9,1013.9,78,344,14.4,0.2,10338.0
53698,20220321054431,18.9,1001.9,78,219,7.3,0.5,10466.0
53798,20220321054431,16.1,1018.2,37,125,10.6,1.1,10266.0
54308,20220321054431,19.3,1012.4,91,40,12.4,1.5,10111.6
54311,20220321054431,8.0,1015.0,88,108,14.4,0.5,10283.8
54401,20220321054431,23.5,1020.4,58,64,12.1,0.2,10211.0
54405,20220321054431,2.7,1017.3,10,8,9.2,0.9,10206.0
54423,20220321054431,30.0,1002.4,7,284,11.8,0.1,10083.4
54429,20220321054431,7.1,1018.9,55,43,9.4,1.0,10428.9
54436,20220321054431,12.2,1004.6,37,330,5.2,0.5,10206.0
54449,20220321054431,4.4,1004.4,3,180,9.2,0.7,10395.4
54518,20220321054431,9.4,1006.9,7,194,7.8,0.0,10402.7
54534,20220321054431,10.9,1009.6,75,288,7.6,1.2,10200.9
54535,20220321054431,23.4,1014.4,87,303,3.7,1.5,10495.9
54539,20220321054431,20.1,1010.0,61,45,0.4,1.0,10133.2
54602,20220321054431,21.1,1019.0,47,294,8.4,0.8,10202.8
54606,20220321054431,25.5,1023.1,79,148,3.0,0.0,10260.5
54618,20220321054431,8.9,1007.0,12,260,6.1,0.2,10011.9
54624,20220321054431,21.9,1007.8,90,301,9.3,0.1,10466.3
54705,20220321054431,32.4,1014.5,93,110,4.0,1.0,10207.9
53898,20220321054431,34.7,1015.9,6,159,11.2,0.4,10372.2
53986,20220321054431,0.1,1025.0,97,0,2.5,0.0,10425.5
57051,20220321054431,23.8,1012.3,77,358,8.1,0.5,10135.8
57067,20220321054431,0.1,1014.8,38,226,3.3,0.1,10130.0
57071,20220321054431,32.7,1012.1,15,341,6.5,0.3,10234.9
57077,20220321054431,17.5,1009.5,41,12,4.6,0.1,10490.4
57083,20220321054431,14.4,1006.7,59,74,10.5,0.2,10305.1
57084,20220321054431,0.1,1023.4,84,254,2.4,0.1,10000.4
57089,20220321054431,2.6,1016.9,71,326,7.6,0.0,10461.3
57091,20220321054431,9.0,1023.0,32,11,1.1,0.0,10013.3
57156,20220321054431,13.6,1022.8,22,44,6.2,1.5,10245.9
57178,20220321054431,9.8,1000.0,4,187,2.1,1.1,10322.5
57181,20220321054431,17.2,1016.7,15,216,6.6,0.4,10379.8
57193,20220321054431,2.9,1023.5,34,208,7.8,0.0,10073.5
57285,20220321054431,32.9,1001.5,8,130,0.5,0.8,10350.4
57290,20220321054431,7.6,1000.4,86,136,12.5,1.3,10492.8
57297,20220321054431,28.1,1007.5,18,154,9.4,1.5,10379.7
58005,20220321054431,25.4,1000.8,97,167,4.0,0.9,10347.1
58111,20220321054431,16.6,1023.0,7,259,14.0,1.4,10354.5
58208,20220321054431,33.9,1024.9,97,55,10.4,0.1,10122.7
50136,20220321054431,10.4,1023.2,48,329,10.4,0.8,10246.7
50246,20220321054431,8.1,1022.3,27,21,1.6,1.5,10342.9
50247,20220321054431,31.8,1006.6,16,69,0.6,0.5,10349.9
50349,20220321054431,30.7,1004.2,51,97,3.2,0.2,10319.4
50353,20220321054431,19.0,1006.9,17,87,0.4,1.2,10235.7
50442,20220321054431,18.3,1005.0,73,299,7.8,0.3,10348.9
50468,20220321054431,15.8,1023.4,93,45,3.0,1.5,10427.3
50557,20220321054431,20.9,1003.5,27,138,1.8,0.0,10022.9
50564,20220321054431,33.8,1024.4,100,58,5.4,1.2,10404.8
50656,20220321054431,18.1,1009.7,54,128,11.2,1.4,10182.8
50658,20220321054431,24.2,1013.2,52,209,5.1,1.5,10478.4
50674,20220321054431,10.0,1022.2,33,282,8.5,1.1,10219.0
50739,20220321054431,18.4,1019.0,48,205,11.0,0.3,10376.4
50742,20220321054431,14.4,1025.3,1,244,4.7,0.1,10057.4
50745,20220321054431,30.0,1012.1,25,252,10.8,0.3,10363.0
50756,20220321054431,28.3,1017.1,89,105,7.3,1.3,10256.0
50758,20220321054431,24.2,1010.2,81,343,11.7,0.7,10173.3
50774,20220321054431,31.2,1005.9,12,285,3.9,0.3,10398.6
50778,20220321054431,15.8,1014.2,67,268,4.8,1.4,10026.6
50788,20220321054431,9.5,1017.0,95,0,3.6,1.1,10087.4
50844,20220321054431,30.3,1006.3,38,282,9.0,0.5,10401.6
50853,20220321054431,1.6,1002.6,55,149,2.3,1.0,10480.0
50854,20220321054431,28.7,1002.4,9,201,14.8,1.0,10298.9
50862,20220321054431,22.7,1018.4,2,196,8.1,0.4,10065.6
50873,20220321054431,2.9,1003.5,47,332,4.3,0.3,10329.0
50877,20220321054431,25.7,1001.2,93,354,9.8,1.5,10083.7
50888,20220321054431,32.5,1003.0,23,116,9.6,0.6,10427.1
50950,20220321054431,26.9,1012.1,39,224,2.2,0.7,10130.3
50953,20220321054431,25.9,1008.9,81,63,2.4,1.4,10032.4
50955,20220321054431,29.9,1022.6,63,176,6.5,1.0,10325.0
50963,20220321054431,27.9,1025.3,91,217,7.0,1.2,10017.8
50968,20220321054431,5.3,1004.4,63,194,10.2,0.4,10443.5
50973,20220321054431,26.8,1002.7,11,348,8.3,1.4,10396.7
50978,20220321054431,1.6,1017.6,12,331,3.4,0.1,10219.7
50983,20220321054431,18.1,1000.6,44,46,8.7,0.1,10197.4
54094,20220321054431,15.7,1020.3,82,136,9.4,0.7,10361.2
54096,20220321054431,13.4,1005.6,1,141,4.0,0.2,10429.4
57251,20220321054431,26.1,1024.8,58,313,7.4,0.4,10232.2
57256,20220321054431,16.9,1009.7,6,260,12.8,0.0,10355.0
57259,20220321054431,29.7,1020.1,35,237,8.1,1.5,10253.0
57265,20220321054431,12.8,1015.7,97,35,5.8,0.4,10362.7
57278,20220321054431,30.9,1002.2,3,274,11.2,1.5,10138.0
57279,20220321054431,2.8,1002.6,25,98,12.8,0.1,10119.4
57355,20220321054431,26.6,1020.9,90,6,11.3,1.1,10023.1
57358,20220321054431,34.4,1004.2,9,2,10.5,0.8,10411.7
57359,20220321054431,35.0,1014.6,47,246,10.8,0.0,10077.9
57363,20220321054431,4.4,1011.9,52,90,4.0,0.4,10213.3
57378,20220321054431,32.1,1004.7,72,146,8.7,1.3,10066.0
57381,20220321054431,32.6,1016.8,8,236,13.1,0.4,10260.3
57395,20220321054431,32.0,1014.2,17,31,2.3,1.0,10445.9
57399,20220321054431,20.7,1003.2,62,305,2.1,0.1,10255.9
57439,20220321054431,20.5,1008.1,29,101,9.8,1.1,10395.1
57445,20220321054431,23.7,1008.4,65,219,10.3,0.4,10246.0
57447,20220321054431,28.5,1016.2,8,200,11.4,1.1,10346.0
57458,20220321054431,16.8,1004.8,94,51,5.2,0.2,10357.4
57461,20220321054431,1.5,1000.2,97,157,0.8,0.0,10050.0
57476,20220321054431,20.1,1021.0,32,276,14.4,1.1,10267.8
57482,20220321054431,33.2,1013.4,77,113,6.1,1.5,10098.0
57483,20220321054431,2.7,1003.3,82,186,4.8,0.6,10184.9
57493,20220321054431,24.2,1007.0,19,347,14.8,1.1,10349.3
57494,20220321054431,9.7,1025.0,88,359,2.5,1.4,10262.9
57545,20220321054431,7.7,1001.1,57,281,13.7,0.4,10109.7
57573,20220321054431,7.1,1005.2,13,269,12.5,1.3,10484.4
57581,20220321054431,34.2,1000.4,85,87,0.0,0.7,10380.7
57583,20220321054431,8.9,1002.2,23,348,1.9,0.6,10060.3
57595,20220321054431,3.3,1005.7,97,297,10.0,1.2,10403.1
58402,20220321054431,22.6,1023.8,46,241,5.5,1.0,10375.9
58407,20220321054431,16.9,1016.8,18,158,12.5,0.9,10430.1
58500,20220321054431,7.1,1024.8,44,167,13.2,0.2,10422.9
57554,20220321054431,20.0,1014.0,16,69,6.4,1.5,10020.1
57562,20220321054431,4.6,1002.7,5,27,5.5,0.6,10476.2
57574,20220321054431,0.6,1011.7,19,95,1.7,1.5,10283.3
57584,20220321054431,20.2,1022.0,92,289,0.1,0.2,10215.7
57642,20220321054431,17.9,1021.7,85,307,8.4,0.3,10285.2
57649,20220321054431,29.6,1004.0,55,36,3.4,1.5,10398.7
57655,20220321054431,25.9,1021.8,24,184,12.7,0.5,10064.3
57662,20220321054431,21.3,1016.5,58,279,12.0,0.0,10261.4
57669,20220321054431,34.7,1020.7,58,329,8.7,0.5,10131.8
57671,20220321054431,33.6,1008.7,38,252,0.9,0.3,10354.6
57673,20220321054431,6.2,1012.9,64,148,6.7,1.0,10176.9
57679,20220321054431,26.9,1020.4,97,121,1.1,0.9,10373.0
57682,20220321054431,3.3,1005.1,41,245,13.5,0.1,10499.1
57687,20220321054431,2.1,1007.8,16,86,3.3,0.0,10217.7
57745,20220321054431,14.7,1015.5,60,108,5.0,1.0,10309.4
57749,20220321054431,34.3,1020.6,22,26,4.2,0.9,10134.2
57752,20220321054431,33.6,1013.7,40,88,7.5,1.1,10202.9
57758,20220321054431,7.5,1000.9,13,185,6.9,0.7,10499.6
57761,20220321054431,27.9,1000.3,2,317,13.0,0.4,10365.7
57766,20220321054431,32.2,1007.0,67,342,4.6,1.5,10183.9
57774,20220321054431,31.1,1016.3,80,96,13.0,0.6,10078.8
57776,20220321054431,22.1,1021.6,83,107,8.0,1.0,10061.4
57779,20220321054431,1.5,1026.0,88,4,1.0,0.5,10092.1
57780,20220321054431,9.2,1005.4,92,163,3.6,1.3,10098.0
57841,20220321054431,26.6,1001.1,98,245,5.6,0.4,10012.9
57845,20220321054431,28.5,1019.8,11,83,0.1,0.4,10069.8
57853,20220321054431,17.5,1009.5,20,44,11.7,0.6,10489.0
57857,20220321054431,29.2,1013.7,43,177,9.9,0.5,10261.8
57860,20220321054431,10.2,1021.2,70,90,4.0,0.6,10006.9
57866,20220321054431,23.4,1022.1,21,184,14.6,0.2,10116.1
57872,20220321054431,22.3,1025.9,42,162,11.6,0.4,10175.1
57874,20220321054431,20.9,1019.4,55,202,1.8,0.8,10081.5
57889,20220321054431,33.9,1008.6,25,73,7.3,1.4,10041.6
57965,20220321054431,20.3,1021.7,23,239,5.9,0.6,10474.3
57972,20220321054431,12.2,1022.0,23,75,0.1,0.4,10489.0
57974,20220321054431,21.7,1025.8,4,343,14.9,1.0,10233.4
50936,20220321054431,16.8,1005.1,99,37,9.0,0.6,10475.5
50945,20220321054431,26.9,1015.1,18,149,12.9,0.3,10484.7
50948,20220321054431,21.6,1022.4,37,347,6.1,1.4,10059.5
50949,20220321054431,31.1,1025.8,45,22,5.7,0.0,10375.0
54041,20220321054431,6.3,1009.0,53,96,6.8,0.6,10375.5
54049,20220321054431,32.6,1012.7,9,164,3.9,1.4,10205.7
54063,20220321054431,14.2,1015.7,98,122,5.3,0.1,10341.6
54064,20220321054431,16.5,1009.1,17,169,2.4,0.9,10482.6
54142,20220321054431,4.9,1020.8,98,212,7.3,0.5,10426.3
54157,20220321054431,22.6,1018.4,87,292,2.4,1.5,10495.1
54161,20220321054431,27.0,1018.1,86,275,4.0,0.6,10086.5
54165,20220321054431,34.6,1008.8,59,320,11.6,1.5,10280.0
54171,20220321054431,26.7,1026.0,54,56,10.3,0.6,10256.3
54181,20220321054431,24.3,1006.2,41,91,10.3,1.1,10094.2
54186,20220321054431,20.5,1004.2,56,32,14.3,0.8,10350.9
54195,20220321054431,26.8,1003.0,77,351,9.5,0.3,10315.3
54260,20220321054431,17.5,1011.4,34,305,5.6,0.2,10285.1
54263,20220321054431,4.2,1010.1,2,87,9.3,1.4,10440.6
54266,20220321054431,18.8,1019.9,87,68,9.1,0.9,10086.5
54273,20220321054431,17.2,1007.9,53,71,0.9,0.0,10017.8
54276,20220321054431,33.0,1018.2,48,127,13.3,0.8,10168.6
54284,20220321054431,14.4,1010.1,7,130,6.4,0.7,10074.3
54285,20220321054431,17.6,1002.1,1,157,12.2,1.4,10289.8
54286,20220321054431,18.6,1005.1,59,131,1.7,0.6,10422.1
54292,20220321054431,7.4,1008.7,31,242,6.0,0.1,10105.4
54363,20220321054431,32.0,1005.6,27,15,13.4,1.2,10212.6
54374,20220321054431,32.5,1024.3,28,249,14.5,1.5,10266.7
54377,20220321054431,22.5,1021.7,5,113,0.0,1.4,10212.0
54386,20220321054431,34.5,1017.6,12,104,11.9,0.9,10133.5
58026,20220321054431,19.5,1000.7,33,108,3.6,1.4,10228.3
58027,20220321054431,5.3,1019.4,2,233,8.8,0.0,10068.3
58038,20220321054431,15.6,1016.4,2,334,12.8,0.2,10051.1
58040,20220321054431,0.8,1010.4,77,326,10.1,1.1,10162.9
58047,20220321054431,27.2,1007.8,75,285,5.5,0.6,10318.0
58130,20220321054431,14.2,1010.4,50,284,6.3,1.0,10390.4
58135,20220321054431,4.7,1024.4,72,300,9.3,0.9,10254.9
58138,20220321054431,14.6,1004.8,87,109,5.7,0.6,10137.2
58141,20220321054431,20.7,1017.4,40,144,13.7,1.3,10405.3
58143,20220321054431,5.7,1012.1,76,306,14.0,1.2,10072.3
58150,20220321054431,28.6,1006.5,40,61,6.4,0.2,10431.0
58158,20220321054431,31.3,1012.5,98,70,11.8,0.7,10189.2
58238,20220321054431,24.5,1021.8,28,18,0.2,0.2,10338.5
58241,20220321054431,28.1,1023.8,65,293,10.7,0.7,10467.7
58251,20220321054431,23.3,1009.2,74,195,9.7,0.0,10242.3
58252,20220321054431,10.7,1007.7,72,130,11.2,0.0,10135.2
58255,20220321054431,2.5,1019.0,81,151,10.3,1.1,10361.6
58259,20220321054431,25.3,1004.3,73,228,6.3,0.5,10284.5
58265,20220321054431,27.5,1013.3,58,140,14.8,1.5,10147.0
58343,20220321054431,19.1,1003.2,97,99,2.4,1.1,10271.3
58345,20220321054431,11.4,1017.2,31,254,14.3,1.0,10463.2
58354,20220321054431,1.3,1011.3,35,238,0.3,0.3,10450.2
58356,20220321054431,15.7,1004.8,93,169,2.8,0.6,10199.9
58358,20220321054431,6.8,1014.3,90,294,13.0,0.5,10061.5
57598,20220321054431,17.7,1020.7,63,336,9.4,1.2,10164.1
57696,20220321054431,13.9,1016.8,8,160,13.2,0.1,10409.2
57789,20220321054431,33.9,1013.7,9,224,5.2,0.5,10176.2
57793,20220321054431,0.9,1026.3,56,77,13.8,1.2,10314.6
57799,20220321054431,28.7,1015.4,17,347,9.1,1.1,10416.4
57894,20220321054431,1.2,1016.0,98,159,8.4,1.2,10138.1
57896,20220321054431,16.6,1020.0,70,73,5.4,1.3,10486.5
57993,20220321054431,5.9,1018.7,5,248,13.5,1.1,10256.1
58506,20220321054431,4.6,1004.1,82,226,14.0,1.3,10411.6
